#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin
137 14.8376 0.316937 0 0 0.316937 15.5369 2.61913e+10 1.39409e+06 7.42472e+09 9.13742e+06 516.045 105952 454687 2.30033 0 0 0 0 98.0902 0 1.47001e-06 0 4.63816e-06 0 11.25
138 15.5369 0.246702 0 0 0.246702 16.2691 2.77012e+10 1.39409e+06 7.44197e+09 1.03141e+07 505.635 104523 522053 2.25392 0 0 0 0 80.6438 0 1.10221e-06 0 4.46778e-06 0 11.25
139 16.2691 0.190106 0 0 0.190106 17.0358 2.9274e+10 1.39409e+06 7.45653e+09 1.16372e+07 495.201 103080 599399 2.2074 0 0 0 0 65.6646 0 8.18511e-07 0 4.30555e-06 0 11.25
140 17.0358 0.144952 0 0 0.144952 17.8387 3.09108e+10 1.39409e+06 7.46868e+09 1.31243e+07 484.753 101625 688205 2.16082 0 0 0 0 52.9308 0 6.01731e-07 0 4.15124e-06 0 11.25
141 17.8387 0.109302 0 0 0.109302 18.6794 3.26124e+10 1.39409e+06 7.47871e+09 1.47949e+07 474.302 100159 790165 2.11423 0 0 0 0 42.2178 0 4.37712e-07 0 4.00461e-06 0 11.25
142 18.6794 0.0814651 0 0 0.0814651 19.5598 3.43795e+10 1.39409e+06 7.48689e+09 1.66707e+07 463.857 98682.9 899003 2.08659 0 0 0 0 33.302 0 3.14894e-07 0 3.86538e-06 0 11.25
143 19.5598 0.0599798 0 0 0.0599798 20.4816 3.62129e+10 1.39409e+06 7.49348e+09 1.87761e+07 453.429 97198.3 1.03506e+06 2.03404 0 0 0 0 25.9658 0 2.23921e-07 0 3.73328e-06 0 11.25
144 20.4816 0.0435984 0 0 0.0435984 21.4469 3.81129e+10 1.39409e+06 7.49872e+09 2.11379e+07 443.027 95706.1 1.19177e+06 1.98176 0 0 0 0 20.0006 0 1.57303e-07 0 3.608e-06 0 11.25
145 21.4469 0.0312678 0 0 0.0312678 22.4576 4.00802e+10 1.39409e+06 7.50284e+09 2.37862e+07 432.663 94207.5 1.3723e+06 1.92982 0 0 0 0 15.2103 0 1.09101e-07 0 3.48925e-06 0 11.25
146 22.4576 0.0221108 0 0 0.0221108 23.516 4.2115e+10 1.39409e+06 7.50602e+09 2.67543e+07 422.345 92703.8 1.58025e+06 1.87826 0 0 0 0 11.4132 0 7.46625e-08 0 3.37674e-06 0 11.25
147 23.516 0.0154063 0 0 0.0154063 24.6243 4.42176e+10 1.39409e+06 7.50845e+09 3.00794e+07 412.083 91196 1.81982e+06 1.82714 0 0 0 0 8.44451 0 5.03811e-08 0 3.27016e-06 0 11.25
148 24.6243 0.0105699 0 0 0.0105699 25.7848 4.63883e+10 1.39409e+06 7.51027e+09 3.38026e+07 401.887 89685.4 2.09582e+06 1.7765 0 0 0 0 6.15647 0 3.34985e-08 0 3.16923e-06 0 11.25
149 25.7848 0.00713515 0 0 0.00713515 27 4.86269e+10 1.39409e+06 7.51162e+09 3.79698e+07 391.765 88173.2 2.39787e+06 1.73786 0 0 0 0 4.41942 0 2.1931e-08 0 3.07365e-06 0 11.25
150 27 0.00473542 0 0 0.00473542 28.2725 5.09336e+10 1.39409e+06 7.51259e+09 4.26317e+07 381.727 86660.5 2.73251e+06 1.70611 0 0 0 0 3.12135 0 1.41266e-08 0 2.98317e-06 0 11.25
151 28.2725 0.00308736 0 0 0.00308736 29.6049 5.33082e+10 1.39409e+06 7.51329e+09 4.78449e+07 371.781 85148.6 3.11345e+06 1.67441 0 0 0 0 2.16729 0 8.94562e-09 0 2.89749e-06 0 11.25
152 29.6049 0.00197572 0 0 0.00197572 31.0001 5.57505e+10 1.39409e+06 7.51378e+09 5.36719e+07 361.935 83638.6 3.54705e+06 1.64278 0 0 0 0 1.47817 0 5.56438e-09 0 2.81638e-06 0 11.25
153 31.0001 0.00123991 0 0 0.00123991 32.4611 5.82601e+10 1.39409e+06 7.51411e+09 6.01822e+07 352.198 82131.6 4.04052e+06 1.61125 0 0 0 0 0.989418 0 3.39683e-09 0 2.73958e-06 0 11.25
154 32.4611 0.000762395 0 0 0.000762395 33.991 6.08367e+10 1.39409e+06 7.51434e+09 6.74529e+07 342.576 80628.8 4.60208e+06 1.57986 0 0 0 0 0.649361 0 2.0332e-09 0 2.66686e-06 0 11.25
155 33.991 0.000458859 0 0 0.000458859 35.5929 6.34798e+10 1.39409e+06 7.51449e+09 7.55692e+07 333.076 79131.3 5.21685e+06 1.55579 0 0 0 0 0.417468 0 1.19211e-09 0 2.59798e-06 0 11.25
156 35.5929 0.000270055 0 0 0.000270055 37.2704 6.61889e+10 1.39409e+06 7.51458e+09 8.46258e+07 323.706 77640.2 5.80451e+06 1.56028 0 0 0 0 0.262634 0 6.83982e-10 0 2.53276e-06 0 11.25
157 37.2704 0.000155253 0 0 0.000155253 39.0269 6.89632e+10 1.39409e+06 7.51464e+09 9.47276e+07 314.472 76156.5 6.45547e+06 1.56484 0 0 0 0 0.161515 0 3.83624e-10 0 2.47097e-06 0 11.25
158 39.0269 8.70892e-05 0 0 8.70892e-05 40.8662 7.18021e+10 1.39409e+06 7.51468e+09 1.05991e+08 305.379 74681.3 7.17628e+06 1.56948 0 0 0 0 0.0969897 0 2.10097e-10 0 2.41243e-06 0 11.25
159 40.8662 4.76132e-05 0 0 4.76132e-05 42.7921 7.47048e+10 1.39409e+06 7.5147e+09 1.18543e+08 296.432 73215.5 7.97415e+06 1.57419 0 0 0 0 0.0568051 0 1.12223e-10 0 2.35697e-06 0 11.25
160 42.7921 2.53398e-05 0 0 2.53398e-05 44.8088 7.76705e+10 1.39409e+06 7.51471e+09 1.32528e+08 287.638 71760.1 8.85696e+06 1.57898 0 0 0 0 0.0324093 0 5.83933e-11 0 2.30441e-06 0 11.25
161 44.8088 1.31114e-05 0 0 1.31114e-05 46.9206 8.06983e+10 1.39409e+06 7.51472e+09 1.48103e+08 278.999 70316.1 9.60155e+06 1.6221 0 0 0 0 0.0179897 0 2.95608e-11 0 2.25459e-06 0 11.25
162 46.9206 6.58697e-06 0 0 6.58697e-06 49.1319 8.37871e+10 1.39409e+06 7.51472e+09 1.65442e+08 270.521 68884.2 1.02647e+07 1.68915 0 0 0 0 0.00970217 0 1.45399e-11 0 2.20738e-06 0 11.25
163 49.1319 3.20861e-06 0 0 3.20861e-06 51.4474 8.69361e+10 1.39409e+06 7.51473e+09 1.84737e+08 262.206 67465.4 1.09646e+07 1.75981 0 0 0 0 0.00507697 0 6.93901e-12 0 2.16262e-06 0 11.25
164 51.4474 1.51327e-06 0 0 1.51327e-06 53.8721 9.01441e+10 1.39409e+06 7.51473e+09 2.06203e+08 254.059 66060.5 1.17027e+07 1.83427 0 0 0 0 0.00257393 0 3.20841e-12 0 2.12019e-06 0 11.25
165 53.8721 6.89958e-07 0 0 6.89958e-07 56.411 9.341e+10 1.39409e+06 7.51473e+09 2.30075e+08 246.081 64670.2 1.24807e+07 1.91273 0 0 0 0 0.00126236 0 1.43508e-12 0 2.07996e-06 0 11.25
166 56.411 3.03634e-07 0 0 3.03634e-07 59.0696 9.67328e+10 1.39409e+06 7.51473e+09 2.56615e+08 238.275 63295.3 1.33003e+07 1.99541 0 0 0 0 0.000597961 0 6.19964e-13 0 2.04181e-06 0 11.25
167 59.0696 1.2876e-07 0 0 1.2876e-07 61.8534 1.00111e+11 1.39409e+06 7.51473e+09 2.8611e+08 230.643 61936.3 1.38125e+07 2.13542 0 0 0 0 0.000273111 0 2.58246e-13 0 2.00564e-06 0 11.25
168 61.8534 5.25238e-08 0 0 5.25238e-08 64.7685 1.03544e+11 1.39409e+06 7.51473e+09 3.18881e+08 223.186 60594.1 1.40759e+07 2.32812 0 0 0 0 0.000120067 0 1.03542e-13 0 1.97134e-06 0 11.25
169 64.7685 2.05726e-08 0 0 2.05726e-08 67.8209 1.0703e+11 1.39409e+06 7.51473e+09 3.55279e+08 215.905 59269.1 1.43287e+07 2.54022 0 0 0 0 5.07144e-05 0 3.98864e-14 0 1.93882e-06 0 11.25
170 67.8209 7.72237e-09 0 0 7.72237e-09 71.0172 1.10569e+11 1.39409e+06 7.51473e+09 3.95695e+08 208.802 57961.9 1.45709e+07 2.77373 0 0 0 0 2.05414e-05 0 1.47341e-14 0 1.90797e-06 0 11.25
171 71.0172 2.77253e-09 0 0 2.77253e-09 74.3642 1.14158e+11 1.39409e+06 7.51473e+09 4.40559e+08 201.876 56673 1.48021e+07 3.03094 0 0 0 0 7.96245e-06 0 5.20883e-15 0 1.87873e-06 0 11.25
172 74.3642 9.50079e-10 0 0 9.50079e-10 77.8689 1.17796e+11 1.39409e+06 7.51473e+09 4.90348e+08 195.128 55402.9 1.50731e+07 3.30319 0 0 0 0 2.94762e-06 0 1.75859e-15 0 1.85099e-06 0 11.25
173 77.8689 3.10064e-10 0 0 3.10064e-10 81.5387 1.21483e+11 1.39409e+06 7.51473e+09 5.45589e+08 188.557 54152 1.53623e+07 3.59586 0 0 0 0 1.03979e-06 0 5.65771e-16 0 1.82469e-06 0 11.25
174 81.5387 9.61512e-11 0 0 9.61512e-11 85.3815 1.25217e+11 1.39409e+06 7.51473e+09 6.06862e+08 182.163 52920.7 1.56437e+07 3.91684 0 0 0 0 3.48719e-07 0 1.73049e-16 0 1.79976e-06 0 11.25
175 85.3815 2.82638e-11 0 0 2.82638e-11 89.4054 1.28996e+11 1.39409e+06 7.51473e+09 6.74812e+08 175.944 51709.3 1.59172e+07 4.26896 0 0 0 0 1.1092e-07 0 5.01998e-17 0 1.77612e-06 0 11.25
176 89.4054 7.85573e-12 0 0 7.85573e-12 93.6189 1.3282e+11 1.39409e+06 7.51473e+09 7.50149e+08 169.899 50518.1 1.61831e+07 4.65529 0 0 0 0 3.33772e-08 0 1.37766e-17 0 1.75371e-06 0 11.25
177 93.6189 2.05912e-12 0 0 2.05912e-12 98.0311 1.36687e+11 1.39409e+06 7.51473e+09 8.33658e+08 164.028 49347.5 1.68566e+07 4.9541 0 0 0 0 9.47657e-09 0 3.56734e-18 0 1.73246e-06 0 11.25
178 98.0311 5.07598e-13 0 0 5.07598e-13 102.651 1.40596e+11 1.39409e+06 7.51473e+09 9.26208e+08 158.328 48197.5 1.77752e+07 5.20666 0 0 0 0 2.53169e-09 0 8.69168e-19 0 1.71232e-06 0 11.25
179 102.651 1.1734e-13 0 0 1.1734e-13 107.489 1.44546e+11 1.39409e+06 7.51473e+09 1.02876e+09 152.798 47068.5 1.87355e+07 5.47353 0 0 0 0 6.34554e-10 0 1.98684e-19 0 1.69323e-06 0 11.25
180 107.489 2.53601e-14 0 0 2.53601e-14 112.555 1.48535e+11 1.39409e+06 7.51473e+09 1.14237e+09 147.434 45960.5 1.97392e+07 5.75551 0 0 0 0 1.48767e-10 0 4.24816e-20 0 1.67514e-06 0 11.25
181 112.555 5.10809e-15 0 0 5.10809e-15 117.859 1.52563e+11 1.39409e+06 7.51473e+09 1.26821e+09 142.236 44873.7 2.07886e+07 6.05341 0 0 0 0 3.25198e-11 0 8.46917e-21 0 1.65799e-06 0 11.25
182 117.859 9.55717e-16 0 0 9.55717e-16 123.414 1.56627e+11 1.39409e+06 7.51473e+09 1.40758e+09 137.2 43808.2 2.26653e+07 6.14904 0 0 0 0 6.60606e-12 0 1.56905e-21 0 1.64175e-06 0 11.25
183 123.414 1.65522e-16 0 0 1.65522e-16 129.23 1.60728e+11 1.39409e+06 7.51473e+09 1.56191e+09 132.324 42764 2.49121e+07 6.19503 0 0 0 0 1.24274e-12 0 2.69199e-22 0 1.62636e-06 0 11.25
184 129.23 2.64399e-17 0 0 2.64399e-17 135.321 1.64863e+11 1.39409e+06 7.51473e+09 1.73279e+09 127.605 41741.1 2.73774e+07 6.24151 0 0 0 0 2.15712e-13 0 4.26155e-23 0 1.61179e-06 0 11.25
185 135.321 3.8805e-18 0 0 3.8805e-18 141.698 1.69031e+11 1.39409e+06 7.51473e+09 1.92196e+09 123.04 40739.6 3.00826e+07 6.28848 0 0 0 0 3.44164e-14 0 6.20097e-24 0 1.59798e-06 0 11.25
186 141.698 5.21202e-19 0 0 5.21202e-19 148.376 1.73232e+11 1.39409e+06 7.51473e+09 2.13137e+09 118.626 39759.3 3.27224e+07 6.39956 0 0 0 0 5.0271e-15 0 8.26059e-25 0 1.58491e-06 0 11.25
187 148.376 6.37974e-20 0 0 6.37974e-20 155.369 1.77464e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 6.69436e-16 0 1.00324e-25 0 1.57253e-06 0 11.25
188 155.369 7.0856e-21 0 0 7.0856e-21 162.691 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 8.09162e-17 0 1.10593e-26 0 1.56082e-06 0 11.25
189 162.691 7.10786e-22 0 0 7.10786e-22 170.358 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 8.83691e-18 0 1.10152e-27 0 1.54973e-06 0 11.25
190 170.358 6.40923e-23 0 0 6.40923e-23 178.387 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 8.6779e-19 0 9.86525e-29 0 1.53923e-06 0 11.25
191 178.387 5.16886e-24 0 0 5.16886e-24 186.794 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 7.62412e-20 0 7.90466e-30 0 1.52929e-06 0 11.25
192 186.794 3.70869e-25 0 0 3.70869e-25 195.598 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 5.96122e-21 0 5.63675e-31 0 1.51987e-06 0 11.25
193 195.598 2.35446e-26 0 0 2.35446e-26 204.816 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 4.12526e-22 0 3.5575e-32 0 1.51096e-06 0 11.25
194 204.816 1.31492e-27 0 0 1.31492e-27 214.469 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 2.51203e-23 0 1.97569e-33 0 1.50252e-06 0 11.25
195 214.469 6.42124e-29 0 0 6.42124e-29 224.576 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 1.33792e-24 0 9.59671e-35 0 1.49452e-06 0 11.25
196 224.576 2.72462e-30 0 0 2.72462e-30 235.16 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 6.19308e-26 0 4.05135e-36 0 1.48694e-06 0 11.25
197 235.16 9.97887e-32 0 0 9.97887e-32 246.243 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 2.47501e-27 0 1.47662e-37 0 1.47975e-06 0 11.25
198 246.243 3.1328e-33 0 0 3.1328e-33 257.848 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 8.48045e-29 0 4.61437e-39 0 1.47292e-06 0 11.25
199 257.848 8.36963e-35 0 0 8.36963e-35 270 1.77586e+11 1.39409e+06 7.51473e+09 2.13137e+09 0 0 0 0 0 0 0 0 2.47329e-30 0 1.22735e-40 0 1.46643e-06 0 11.25
0 0.027 19.5648 29.33 1.62044 17.9444 0.0282725 290802 6480.65 2916.15 0.236448 2497.78 338883 0.312087 0.757635 1.26265e+13 6.59883e+12 0 0 6.35215 5.81542 0.0287484 0.0263193 0.0014694 0.000897351 11.5
1 0.0282725 19.5641 29.3347 1.61989 17.9442 0.0296049 318824 13587.7 6113.98 0.27147 2497.62 338869 0.0462287 0.757584 1.26221e+13 6.59656e+12 0 0 6.96472 6.37086 0.0287473 0.0262961 0.00146939 0.000896417 11.5
2 0.0296049 19.5633 29.2917 1.61931 17.944 0.0310001 349544 21369 9620.72 0.311678 2497.46 338854 0.0530776 0.757534 1.26176e+13 6.59418e+12 0 0 7.63635 6.97897 0.0287461 0.0262715 0.00146939 0.000896891 11.5
3 0.0310001 19.5625 29.2474 1.61871 17.9438 0.0324611 383222 29888.1 13466.2 0.35784 2497.28 338838 0.0609412 0.757482 1.26128e+13 6.59169e+12 0 0 8.37273 7.64488 0.0287449 0.0262461 0.00146939 0.000897381 11.5
4 0.0324611 19.5616 29.2009 1.61808 17.9436 0.033991 420142 39214.2 17683.3 0.410837 2497.1 338822 0.0699699 0.757427 1.26078e+13 6.58909e+12 0 0 9.18009 8.37392 0.0287436 0.0262194 0.00146938 0.000897895 11.5
5 0.033991 19.5608 29.1522 1.61741 17.9433 0.0355929 460617 49423.1 22307.8 0.471682 2496.91 338804 0.0803361 0.75737 1.26026e+13 6.58636e+12 0 0 10.0653 9.17201 0.0287422 0.0261914 0.00146938 0.000898435 11.5
6 0.0355929 19.5598 29.1015 1.61672 17.9431 0.0372704 504988 60597.4 27379.1 0.541534 2496.71 338786 0.0922382 0.75731 1.25972e+13 6.58351e+12 0 0 11.0358 10.0457 0.0287408 0.0261622 0.00146938 0.000898998 11.5
7 0.0372704 19.5589 29.0486 1.616 17.9429 0.0390269 553630 72827.6 32940.4 0.62173 2496.51 338768 0.105903 0.757248 1.25914e+13 6.58052e+12 0 0 12.0999 11.0021 0.0287393 0.0261317 0.00146937 0.000899586 11.5
8 0.0390269 19.5579 28.9929 1.61524 17.9426 0.0408662 606952 86212 39039.3 0.713798 2496.29 338748 0.121594 0.75718 1.25855e+13 6.5774e+12 0 0 13.2666 12.0487 0.0287377 0.0260996 0.00146937 0.000900205 11.5
9 0.0408662 19.5568 28.9356 1.61444 17.9423 0.0427921 665406 100859 45727.5 0.819497 2496.06 338727 0.139608 0.75711 1.25792e+13 6.57413e+12 0 0 14.5457 13.1944 0.028736 0.0260664 0.00146936 0.000900844 11.5
10 0.0427921 19.5557 28.8759 1.61361 17.9421 0.0448088 729485 116885 53062.2 0.940844 2495.82 338706 0.160292 0.757038 1.25727e+13 6.57071e+12 0 0 15.9481 14.4482 0.0287343 0.0260319 0.00146936 0.000901508 11.5
11 0.0448088 19.5545 28.8137 1.61274 17.9418 0.0469206 799727 134420 61105.8 1.08015 2495.57 338683 0.184039 0.756963 1.25658e+13 6.56712e+12 0 0 17.4856 15.8201 0.0287325 0.0259958 0.00146936 0.000902202 11.5
12 0.0469206 19.5533 28.7486 1.61183 17.9415 0.0491319 876727 153604 69927.1 1.24009 2495.31 338659 0.211305 0.756883 1.25586e+13 6.56337e+12 0 0 19.1713 17.3212 0.0287306 0.025958 0.00146935 0.000902929 11.5
13 0.0491319 19.552 28.6806 1.61088 17.9411 0.0514474 961132 174588 79601.2 1.4237 2495.03 338635 0.242611 0.756801 1.25511e+13 6.55945e+12 0 0 21.0195 18.9633 0.0287287 0.0259184 0.00146935 0.000903692 11.5
14 0.0514474 19.5507 28.6095 1.60988 17.9408 0.0538721 1.05365e+06 197540 90210.6 1.63448 2494.75 338609 0.278555 0.756714 1.25433e+13 6.55534e+12 0 0 23.0458 20.7597 0.0287266 0.025877 0.00146934 0.000904489 11.5
15 0.0538721 19.5493 28.5355 1.60884 17.9405 0.056411 1.15507e+06 222641 101846 1.87647 2494.45 338581 0.319824 0.756622 1.2535e+13 6.55105e+12 0 0 25.2673 22.7245 0.0287245 0.0258337 0.00146933 0.00090532 11.5
16 0.056411 19.5478 28.4586 1.60775 17.9401 0.0590696 1.26624e+06 250089 114607 2.15427 2494.13 338553 0.367207 0.756527 1.25264e+13 6.54655e+12 0 0 27.7028 24.8735 0.0287222 0.0257887 0.00146933 0.000906183 11.5
17 0.0590696 19.5463 28.3786 1.60661 17.9397 0.0618534 1.38809e+06 280102 128601 2.47319 2493.8 338523 0.42161 0.756427 1.25174e+13 6.54185e+12 0 0 30.3731 27.2236 0.0287198 0.0257418 0.00146932 0.000907084 11.5
18 0.0618534 19.5447 28.295 1.60541 17.9393 0.0647685 1.52165e+06 312912 143950 2.8393 2493.46 338492 0.484073 0.756323 1.2508e+13 6.53693e+12 0 0 33.3005 29.7931 0.0287174 0.0256927 0.00146932 0.000908029 11.5
19 0.0647685 19.543 28.2086 1.60416 17.9389 0.0678209 1.66805e+06 348779 160783 3.2596 2493.1 338459 0.55579 0.756213 1.24982e+13 6.53178e+12 0 0 36.51 32.6028 0.0287148 0.0256418 0.00146931 0.000909006 11.5
20 0.0678209 19.5413 28.1189 1.60285 17.9384 0.0710172 1.82851e+06 387980 179246 3.74209 2492.72 338425 0.638132 0.756099 1.24879e+13 6.52639e+12 0 0 40.0287 35.6744 0.0287121 0.0255888 0.0014693 0.000910022 11.5
21 0.0710172 19.5395 28.025 1.60148 17.938 0.0743642 2.00437e+06 430821 199494 4.29597 2492.33 338389 0.732673 0.755979 1.24771e+13 6.52075e+12 0 0 43.8862 39.0312 0.0287092 0.0255332 0.0014693 0.000911088 11.5
22 0.0743642 19.5375 27.9268 1.60005 17.9375 0.0778689 2.19713e+06 477629 221702 4.93182 2491.91 338352 0.841224 0.755852 1.24658e+13 6.51485e+12 0 0 48.1153 42.6992 0.0287063 0.025475 0.00146929 0.000912206 11.5
23 0.0778689 19.5355 27.8251 1.59855 17.937 0.0815387 2.40839e+06 528767 246060 5.66173 2491.48 338313 0.965851 0.755723 1.2454e+13 6.50868e+12 0 0 52.7517 46.7076 0.0287032 0.0254145 0.00146928 0.000913365 11.5
24 0.0815387 19.5334 27.7204 1.59698 17.9365 0.0853815 2.63993e+06 584628 272776 6.49963 2491.03 338272 1.10895 0.755583 1.24416e+13 6.50223e+12 0 0 57.8345 51.088 0.0286999 0.025352 0.00146927 0.000914562 11.5
25 0.0853815 19.5312 27.6104 1.59534 17.9359 0.0894054 2.89369e+06 645635 302079 7.46149 2490.55 338229 1.27324 0.755442 1.24287e+13 6.49547e+12 0 0 63.4068 55.8715 0.0286965 0.0252862 0.00146926 0.000915821 11.5
26 0.0894054 19.529 27.4964 1.59363 17.9353 0.0936189 3.17179e+06 712252 334219 8.56563 2490.05 338184 1.46188 0.75529 1.24152e+13 6.48841e+12 0 0 69.5156 61.0961 0.028693 0.0252178 0.00146925 0.000917131 11.5
27 0.0936189 19.5266 27.3781 1.59184 17.9347 0.0980311 3.47656e+06 784981 369473 9.83309 2489.53 338137 1.67846 0.755133 1.24011e+13 6.48103e+12 0 0 76.2125 66.8013 0.0286893 0.0251466 0.00146924 0.000918492 11.5
28 0.0980311 19.524 27.2549 1.58996 17.9341 0.102651 3.81055e+06 864368 408141 11.288 2488.99 338087 1.92713 0.754966 1.23863e+13 6.4733e+12 0 0 83.554 73.0296 0.0286854 0.0250722 0.00146923 0.000919915 11.5
29 0.102651 19.5214 27.1274 1.588 17.9334 0.107489 4.17656e+06 951007 450556 12.9581 2488.42 338036 2.21264 0.754795 1.23708e+13 6.46522e+12 0 0 91.6022 79.8287 0.0286813 0.0249949 0.00146922 0.000921392 11.5
30 0.107489 19.5187 26.9955 1.58594 17.9327 0.112555 4.57764e+06 1.04554e+06 497082 14.8752 2487.82 337982 2.54045 0.754613 1.23547e+13 6.45677e+12 0 0 100.425 87.2494 0.0286771 0.0249147 0.00146921 0.000922923 11.5
31 0.112555 19.5158 26.8581 1.5838 17.932 0.117859 5.01713e+06 1.14867e+06 548117 17.0757 2487.2 337925 2.91683 0.754424 1.23377e+13 6.44794e+12 0 0 110.097 95.3455 0.0286726 0.024831 0.0014692 0.000924524 11.5
32 0.117859 19.5128 26.716 1.58155 17.9312 0.123414 5.49872e+06 1.26115e+06 604100 19.6016 2486.55 337866 3.34897 0.754225 1.23201e+13 6.4387e+12 0 0 120.699 104.178 0.028668 0.0247439 0.00146919 0.000926184 11.5
33 0.123414 19.5096 26.569 1.57921 17.9304 0.12923 6.0264e+06 1.38381e+06 665511 22.5008 2485.86 337804 3.84512 0.75402 1.23016e+13 6.42904e+12 0 0 132.321 113.812 0.0286631 0.0246537 0.00146918 0.000927911 11.5
34 0.12923 19.5064 26.4164 1.57675 17.9296 0.135321 6.60458e+06 1.51752e+06 732880 25.8287 2485.15 337739 4.4148 0.753801 1.22823e+13 6.41894e+12 0 0 145.062 124.316 0.028658 0.0245595 0.00146916 0.000929706 11.5
35 0.135321 19.5029 26.258 1.57419 17.9287 0.141698 7.23806e+06 1.66326e+06 806784 29.6485 2484.4 337672 5.06886 0.753575 1.22621e+13 6.40838e+12 0 0 159.028 135.765 0.0286527 0.0244613 0.00146915 0.000931577 11.5
36 0.141698 19.4993 26.0946 1.57151 17.9278 0.148376 7.93212e+06 1.82206e+06 887859 34.0328 2483.62 337601 5.81984 0.753337 1.22409e+13 6.39735e+12 0 0 174.337 148.245 0.0286472 0.0243597 0.00146914 0.000933514 11.5
37 0.148376 19.4956 25.9257 1.5687 17.9269 0.155369 8.6925e+06 1.99506e+06 976805 39.065 2482.8 337526 6.68206 0.753089 1.22189e+13 6.38581e+12 0 0 191.117 161.843 0.0286414 0.0242542 0.00146912 0.000935528 11.5
38 0.155369 19.4917 25.7504 1.56578 17.9259 0.162691 9.52554e+06 2.18346e+06 1.07439e+06 44.8407 2481.94 337449 7.67204 0.752828 1.21958e+13 6.37375e+12 0 0 209.512 176.652 0.0286353 0.0241441 0.00146911 0.00093762 11.5
39 0.162691 19.4875 25.5692 1.56271 17.9248 0.170358 1.04381e+07 2.38859e+06 1.18144e+06 51.4697 2481.04 337367 8.80869 0.752555 1.21717e+13 6.36115e+12 0 0 229.674 192.778 0.028629 0.0240298 0.00146909 0.000939796 11.5
40 0.170358 19.4833 25.3832 1.55951 17.9237 0.178387 1.14378e+07 2.61187e+06 1.2989e+06 59.078 2480.1 337282 10.1137 0.75227 1.21465e+13 6.34799e+12 0 0 251.774 210.341 0.0286223 0.023912 0.00146907 0.000942043 11.5
41 0.178387 19.4788 25.1902 1.55617 17.9226 0.186794 1.25328e+07 2.85483e+06 1.42778e+06 67.81 2479.12 337193 11.6121 0.751973 1.21202e+13 6.33423e+12 0 0 275.998 229.448 0.0286154 0.0237891 0.00146906 0.000944379 11.5
42 0.186794 19.4741 24.9905 1.55268 17.9214 0.195598 1.37323e+07 3.11912e+06 1.56918e+06 77.8315 2478.09 337100 13.3325 0.751661 1.20927e+13 6.31986e+12 0 0 302.55 250.233 0.0286082 0.0236613 0.00146904 0.00094681 11.5
43 0.195598 19.4692 24.7859 1.54903 17.9202 0.204816 1.5046e+07 3.40654e+06 1.72433e+06 89.3327 2477.02 337002 15.3077 0.751337 1.2064e+13 6.30485e+12 0 0 331.651 272.849 0.0286006 0.0235297 0.00146902 0.000949318 11.5
44 0.204816 19.4641 24.5743 1.54522 17.9189 0.214469 1.64849e+07 3.719e+06 1.89457e+06 102.532 2475.89 336900 17.5756 0.750996 1.20339e+13 6.28916e+12 0 0 363.548 297.432 0.0285927 0.0233928 0.001469 0.000951919 11.5
45 0.214469 19.4587 24.3557 1.54123 17.9175 0.224576 1.80607e+07 4.05855e+06 2.08138e+06 117.679 2474.72 336794 20.1795 0.750637 1.20026e+13 6.27278e+12 0 0 398.507 324.144 0.0285845 0.0232504 0.00146898 0.00095462 11.5
46 0.224576 19.4532 24.1315 1.53708 17.9161 0.23516 1.97864e+07 4.42743e+06 2.28637e+06 135.062 2473.49 336682 23.1692 0.750263 1.19699e+13 6.25568e+12 0 0 436.823 353.175 0.0285758 0.0231038 0.00146896 0.00095741 11.5
47 0.23516 19.4473 23.9005 1.53273 17.9146 0.246243 2.16761e+07 4.82804e+06 2.51132e+06 155.01 2472.2 336565 26.6018 0.749873 1.19357e+13 6.23782e+12 0 0 478.816 384.7 0.0285668 0.0229517 0.00146893 0.000960302 11.5
