#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin RadiusIso
177 93.6189 1.69635e-12 0 0 1.69635e-12 98.0311 1.36687e+11 2.6621e+09 2.74867e+09 6.1429e+08 116.523 32740.1 3.48372e+07 1.70288 0 0 0 0 4.90397e-06 0 1.84604e-15 0 0.00108824 0 11.25 50.4008
178 98.0311 4.08769e-13 0 0 4.08769e-13 102.651 1.40596e+11 2.6621e+09 2.74867e+09 6.79676e+08 111.859 31860.5 3.8058e+07 1.71807 0 0 0 0 1.29612e-06 0 4.44976e-16 0 0.00108858 0 11.25 52.7761
179 102.651 9.22963e-14 0 0 9.22963e-14 107.489 1.44546e+11 2.6621e+09 2.74867e+09 7.51719e+08 107.342 30997 3.71588e+07 1.93877 0 0 0 0 3.21012e-07 0 1.00511e-16 0 0.00108901 0 11.25 55.2634
180 107.489 1.94676e-14 0 0 1.94676e-14 112.555 1.48535e+11 2.6621e+09 2.74867e+09 8.31065e+08 102.971 30149.5 4.09798e+07 1.93624 0 0 0 0 7.42768e-08 0 2.12103e-17 0 0.00108952 0 11.25 57.8678
181 112.555 3.82362e-15 0 0 3.82362e-15 117.859 1.52563e+11 2.6621e+09 2.74867e+09 9.18426e+08 98.7416 29318.3 4.51784e+07 1.93368 0 0 0 0 1.60048e-08 0 4.16816e-18 0 0.00109011 0 11.25 60.5951
182 117.859 6.9698e-16 0 0 6.9698e-16 123.414 1.56627e+11 2.6621e+09 2.74867e+09 1.01458e+09 94.6531 28503.3 4.97903e+07 1.9311 0 0 0 0 3.20081e-09 0 7.60245e-19 0 0.00109077 0 11.25 63.4508
183 123.414 1.17497e-16 0 0 1.17497e-16 129.23 1.60728e+11 2.6621e+09 2.74867e+09 1.12036e+09 90.7027 27704.6 4.99297e+07 2.11874 0 0 0 0 5.9205e-10 0 1.28248e-19 0 0.0010915 0 11.25 66.4412
184 129.23 1.82517e-17 0 0 1.82517e-17 135.321 1.64863e+11 2.6621e+09 2.74867e+09 1.23672e+09 86.8879 26922.2 5.55667e+07 2.09392 0 0 0 0 1.00914e-10 0 1.99363e-20 0 0.00109229 0 11.25 69.5725
185 135.321 2.60245e-18 0 0 2.60245e-18 141.698 1.69031e+11 2.6621e+09 2.74867e+09 1.36465e+09 83.2059 26156.2 6.18256e+07 2.06919 0 0 0 0 1.57895e-11 0 2.84486e-21 0 0.00109315 0 11.25 72.8513
186 141.698 3.39249e-19 0 0 3.39249e-19 148.376 1.73232e+11 2.6621e+09 2.74867e+09 1.50526e+09 79.6542 25406.4 6.87731e+07 2.04459 0 0 0 0 2.25872e-12 0 3.71155e-22 0 0.00109405 0 11.25 76.2847
187 148.376 4.02605e-20 0 0 4.02605e-20 155.369 1.77464e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 2.94172e-13 0 4.40853e-23 0 0.001095 0 11.25 79.8799
188 155.369 4.33064e-21 0 0 4.33064e-21 162.691 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 3.4727e-14 0 4.74636e-24 0 0.001096 0 11.25 83.6445
189 162.691 4.20269e-22 0 0 4.20269e-22 170.358 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 3.69873e-15 0 4.61048e-25 0 0.00109703 0 11.25 87.5865
190 170.358 3.66187e-23 0 0 3.66187e-23 178.387 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 3.53714e-16 0 4.02111e-26 0 0.0010981 0 11.25 91.7144
191 178.387 2.85021e-24 0 0 2.85021e-24 186.794 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 3.02177e-17 0 3.13296e-27 0 0.0010992 0 11.25 96.0367
192 186.794 1.97124e-25 0 0 1.97124e-25 195.598 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 2.29388e-18 0 2.16902e-28 0 0.00110033 0 11.25 100.563
193 195.598 1.20469e-26 0 0 1.20469e-26 204.816 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 1.53872e-19 0 1.32695e-29 0 0.00110148 0 11.25 105.302
194 204.816 6.46768e-28 0 0 6.46768e-28 214.469 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 9.06765e-21 0 7.13162e-31 0 0.00110265 0 11.25 110.265
195 214.469 3.03184e-29 0 0 3.03184e-29 224.576 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 4.66572e-22 0 3.34666e-32 0 0.00110384 0 11.25 115.462
196 224.576 1.23301e-30 0 0 1.23301e-30 235.16 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 2.08281e-23 0 1.36252e-33 0 0.00110504 0 11.25 120.903
197 235.16 4.3213e-32 0 0 4.3213e-32 246.243 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 8.01259e-25 0 4.78042e-35 0 0.00110625 0 11.25 126.601
198 246.243 1.29598e-33 0 0 1.29598e-33 257.848 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 2.63775e-26 0 1.43525e-36 0 0.00110746 0 11.25 132.568
199 257.848 3.30159e-35 0 0 3.30159e-35 270 1.77586e+11 2.6621e+09 2.74867e+09 1.50526e+09 0 0 0 0 0 0 0 0 7.37622e-28 0 3.66039e-38 0 0.00110868 0 11.25 138.815
0 0.027 28.7322 1151.91 26.3872 2.34497 0.0282725 290802 254522 6004.91 0.152472 1610.68 219249 0.947853 0.160861 1.69051e+14 1.46931e+13 0 0 162.49 5198.83 0.735394 23.5288 0.0255948 0.0204258 11.5 0.0114593
1 0.0282725 28.7162 1149.27 26.3712 2.34503 0.0296049 318824 532960 12585.4 0.175056 1610.57 219240 0.140394 0.16086 1.68979e+14 1.46868e+13 0 0 178.058 5684.26 0.734946 23.4621 0.0255934 0.0204148 11.5 0.0119993
2 0.0296049 28.6995 1145.88 26.3544 2.3451 0.0310001 349544 837362 19796.5 0.200984 1610.46 219230 0.161183 0.160859 1.68904e+14 1.46803e+13 0 0 195.112 6214.23 0.734477 23.3927 0.025592 0.0204145 11.5 0.0125648
3 0.0310001 28.682 1142.36 26.3368 2.34517 0.0324611 383222 1.1701e+06 27698.4 0.230751 1610.35 219219 0.185051 0.160859 1.68825e+14 1.46735e+13 0 0 213.793 6792.7 0.733986 23.3204 0.0255905 0.0204142 11.5 0.013157
4 0.0324611 28.6637 1138.69 26.3184 2.34525 0.033991 420142 1.53378e+06 36357 0.264925 1610.23 219208 0.212452 0.160858 1.68743e+14 1.46663e+13 0 0 234.255 7423.99 0.733471 23.2451 0.0255889 0.0204139 11.5 0.0137771
5 0.033991 28.6445 1134.86 26.2992 2.34533 0.0355929 460617 1.9312e+06 45844.5 0.30416 1610.1 219197 0.243909 0.160857 1.68657e+14 1.46588e+13 0 0 256.667 8112.78 0.732932 23.1666 0.0255872 0.0204136 11.5 0.0144263
6 0.0355929 28.6244 1130.88 26.279 2.34542 0.0372704 504988 2.36543e+06 56239.9 0.349204 1609.97 219185 0.280025 0.160856 1.68566e+14 1.46509e+13 0 0 281.213 8864.13 0.732368 23.085 0.0255854 0.0204132 11.5 0.0151062
7 0.0372704 28.6034 1126.74 26.2579 2.3455 0.0390269 553630 2.83982e+06 67629.6 0.400916 1609.83 219173 0.321486 0.160855 1.68472e+14 1.46427e+13 0 0 308.096 9683.55 0.731778 23 0.0255836 0.0204128 11.5 0.0158182
8 0.0390269 28.5814 1122.43 26.2359 2.3456 0.0408662 606952 3.35798e+06 80108.4 0.460285 1609.69 219159 0.369084 0.160854 1.68373e+14 1.46341e+13 0 0 337.535 10577 0.73116 22.9116 0.0255816 0.0204124 11.5 0.0165637
9 0.0408662 28.5585 1117.95 26.2128 2.34569 0.0427921 665406 3.92387e+06 93779.9 0.528443 1609.54 219146 0.423727 0.160853 1.68269e+14 1.46251e+13 0 0 369.773 11550.9 0.730515 22.8196 0.0255796 0.020412 11.5 0.0173443
10 0.0427921 28.5344 1113.29 26.1886 2.3458 0.0448088 729485 4.54176e+06 108758 0.606691 1609.38 219131 0.486459 0.160852 1.68161e+14 1.46157e+13 0 0 405.073 12612.2 0.729839 22.724 0.0255775 0.0204116 11.5 0.0181617
11 0.0448088 28.5093 1108.44 26.1634 2.3459 0.0469206 799727 5.21632e+06 125165 0.696522 1609.21 219116 0.558478 0.160851 1.68047e+14 1.46058e+13 0 0 443.724 13768.5 0.729132 22.6246 0.0255753 0.0204111 11.5 0.0190176
12 0.0469206 28.483 1103.41 26.1369 2.34601 0.0491319 876727 5.9526e+06 143139 0.799652 1609.04 219100 0.641151 0.16085 1.67929e+14 1.45955e+13 0 0 486.04 15027.9 0.728393 22.5212 0.0255729 0.0204107 11.5 0.0199139
13 0.0491319 28.4554 1098.17 26.1093 2.34613 0.0514474 961132 6.75608e+06 162828 0.918046 1608.86 219084 0.736065 0.160848 1.67804e+14 1.45847e+13 0 0 532.367 16399.2 0.72762 22.4139 0.0255705 0.0204102 11.5 0.0208524
14 0.0514474 28.4266 1092.74 26.0804 2.34625 0.0538721 1.05365e+06 7.63273e+06 184393 1.05397 1608.67 219067 0.845019 0.160848 1.67674e+14 1.45734e+13 0 0 583.08 17892 0.726811 22.3024 0.0255679 0.0204096 11.5 0.0218352
15 0.0538721 28.3965 1087.1 26.0501 2.34638 0.056411 1.15507e+06 8.58898e+06 208014 1.21 1608.47 219049 0.970103 0.160846 1.67538e+14 1.45616e+13 0 0 638.59 19516.3 0.725965 22.1866 0.0255653 0.0204091 11.5 0.0228642
16 0.056411 28.365 1081.24 26.0185 2.34651 0.0590696 1.26624e+06 9.63185e+06 233884 1.38913 1608.26 219030 1.11369 0.160845 1.67396e+14 1.45492e+13 0 0 699.347 21283.3 0.72508 22.0665 0.0255625 0.0204085 11.5 0.0239418
17 0.0590696 28.3321 1075.17 25.9854 2.34665 0.0618534 1.38809e+06 1.07689e+07 262217 1.59478 1608.04 219010 1.27853 0.160843 1.67247e+14 1.45363e+13 0 0 765.84 23204.9 0.724155 21.9418 0.0255595 0.0204079 11.5 0.0250701
18 0.0618534 28.2977 1068.86 25.9509 2.3468 0.0647685 1.52165e+06 1.20084e+07 293244 1.83085 1607.81 218989 1.46775 0.160842 1.67092e+14 1.45228e+13 0 0 838.605 25293.7 0.723188 21.8125 0.0255564 0.0204072 11.5 0.0262516
19 0.0647685 28.2617 1062.33 25.9147 2.34695 0.0678209 1.66805e+06 1.33591e+07 327221 2.10186 1607.57 218967 1.68497 0.16084 1.66929e+14 1.45086e+13 0 0 918.227 27563.6 0.722176 21.6785 0.0255532 0.0204065 11.5 0.0274888
20 0.0678209 28.2239 1055.57 25.8768 2.34712 0.0710172 1.82851e+06 1.48307e+07 364425 2.41298 1607.32 218945 1.93433 0.160838 1.66758e+14 1.44938e+13 0 0 1005.34 30029.3 0.721116 21.5396 0.0255498 0.0204058 11.5 0.0287843
21 0.0710172 28.1845 1048.55 25.8372 2.3473 0.0743642 2.00437e+06 1.64336e+07 405160 2.77012 1607.06 218921 2.22056 0.160837 1.66579e+14 1.44782e+13 0 0 1100.63 32706.6 0.720006 21.3958 0.0255462 0.020405 11.5 0.0301409
22 0.0743642 28.1432 1041.3 25.7958 2.34748 0.0778689 2.19713e+06 1.81789e+07 449758 3.18011 1606.79 218896 2.54914 0.160835 1.66392e+14 1.4462e+13 0 0 1204.87 35612.4 0.718845 21.2468 0.0255424 0.0204042 11.5 0.0315614
23 0.0778689 28.1001 1033.78 25.7524 2.34767 0.0815387 2.40839e+06 2.00788e+07 498582 3.65076 1606.5 218870 2.92631 0.160833 1.66197e+14 1.4445e+13 0 0 1318.89 38764.9 0.717631 21.0927 0.0255384 0.0204034 11.5 0.0330488
24 0.0815387 28.055 1026.01 25.7072 2.34787 0.0853815 2.63993e+06 2.21464e+07 552029 4.19104 1606.2 218843 3.35927 0.160831 1.65992e+14 1.44272e+13 0 0 1443.58 42183.5 0.716363 20.9332 0.0255342 0.0204025 11.5 0.0346064
25 0.0853815 28.0079 1017.98 25.6598 2.34808 0.0894054 2.89369e+06 2.43957e+07 610532 4.81123 1605.88 218814 3.85625 0.160829 1.65778e+14 1.44086e+13 0 0 1579.92 45889.1 0.715038 20.7684 0.0255298 0.0204016 11.5 0.0362373
26 0.0894054 27.9587 1009.68 25.6104 2.34831 0.0936189 3.17179e+06 2.68419e+07 674565 5.52317 1605.55 218784 4.42673 0.160827 1.65554e+14 1.43892e+13 0 0 1728.99 49903.6 0.713652 20.598 0.0255252 0.0204006 11.5 0.0379452
27 0.0936189 27.9072 1001.1 25.5587 2.34854 0.0980311 3.47656e+06 2.95013e+07 744642 6.3404 1605.21 218753 5.08153 0.160825 1.6532e+14 1.43688e+13 0 0 1891.96 54250.7 0.712205 20.422 0.0255204 0.0203995 11.5 0.0397335
28 0.0980311 27.8535 992.252 25.5047 2.34878 0.102651 3.81055e+06 3.23915e+07 821330 7.27851 1604.85 218720 5.83317 0.160822 1.65076e+14 1.43476e+13 0 0 2070.09 58955.6 0.710693 20.2404 0.0255154 0.0203984 11.5 0.041606
29 0.102651 27.7973 983.119 25.4483 2.34904 0.107489 4.17656e+06 3.55314e+07 905243 8.35534 1604.47 218686 6.69589 0.16082 1.6482e+14 1.43253e+13 0 0 2264.76 64044.9 0.709113 20.0529 0.0255101 0.0203973 11.5 0.0435669
30 0.107489 27.7385 973.702 25.3892 2.34931 0.112555 4.57764e+06 3.89412e+07 997052 9.5914 1604.08 218650 7.68616 0.160817 1.64552e+14 1.4302e+13 0 0 2477.45 69547 0.707455 19.8597 0.0255045 0.020396 11.5 0.0456201
31 0.112555 27.6771 963.997 25.3275 2.3496 0.117859 5.01713e+06 4.26427e+07 1.09749e+06 11.0102 1603.66 218612 8.82275 0.160814 1.64272e+14 1.42777e+13 0 0 2709.83 75491.9 0.705724 19.6605 0.0254985 0.0203947 11.5 0.0477701
32 0.117859 27.6129 954.002 25.263 2.3499 0.123414 5.49872e+06 4.66593e+07 1.20736e+06 12.6388 1603.23 218573 10.1273 0.160811 1.63979e+14 1.42522e+13 0 0 2963.66 81911.5 0.703917 19.4553 0.0254923 0.0203934 11.5 0.0500215
33 0.123414 27.5459 943.714 25.1957 2.35022 0.12923 6.0264e+06 5.10159e+07 1.32753e+06 14.5082 1602.78 218532 11.6247 0.160808 1.63672e+14 1.42256e+13 0 0 3240.87 88839.2 0.702029 19.2441 0.0254858 0.0203919 11.5 0.0523789
34 0.12923 27.4759 933.132 25.1254 2.35055 0.135321 6.60458e+06 5.57392e+07 1.45895e+06 16.6538 1602.3 218489 13.3432 0.160805 1.63352e+14 1.41978e+13 0 0 3543.57 96310.7 0.700058 19.0269 0.025479 0.0203904 11.5 0.0548474
35 0.135321 27.4029 922.253 25.052 2.3509 0.141698 7.23806e+06 6.08579e+07 1.60266e+06 19.1166 1601.81 218443 15.3157 0.160801 1.63018e+14 1.41687e+13 0 0 3874.03 104363 0.698001 18.8036 0.0254718 0.0203888 11.5 0.0574323
36 0.141698 27.3266 911.077 24.9753 2.35127 0.148376 7.93212e+06 6.64024e+07 1.75979e+06 21.9433 1601.29 218396 17.5794 0.160798 1.62668e+14 1.41383e+13 0 0 4234.69 113036 0.69585 18.5742 0.0254642 0.020387 11.5 0.060139
37 0.148376 27.2468 899.605 24.8951 2.35167 0.155369 8.6925e+06 7.24053e+07 1.93156e+06 25.1877 1600.74 218347 20.1774 0.160795 1.62302e+14 1.41064e+13 0 0 4628.23 122370 0.693599 18.3386 0.0254562 0.0203852 11.5 0.0629733
38 0.155369 27.1636 887.836 24.8115 2.35209 0.162691 9.52554e+06 7.89012e+07 2.11931e+06 28.9115 1600.17 218295 23.1592 0.16079 1.61919e+14 1.40732e+13 0 0 5057.58 132408 0.691251 18.097 0.0254477 0.0203833 11.5 0.0659411
39 0.162691 27.0767 875.772 24.7242 2.35252 0.170358 1.04381e+07 8.5927e+07 2.32451e+06 33.1854 1599.58 218241 26.581 0.160787 1.61519e+14 1.40385e+13 0 0 5525.87 143196 0.688801 17.8494 0.0254389 0.0203813 11.5 0.0690488
40 0.170358 26.986 863.416 24.633 2.35299 0.178387 1.14378e+07 9.3522e+07 2.54873e+06 38.0905 1598.96 218184 30.508 0.160782 1.61101e+14 1.40021e+13 0 0 6036.46 154779 0.68624 17.5957 0.0254295 0.0203791 11.5 0.072303
41 0.178387 26.8913 850.768 24.5379 2.35348 0.186794 1.25328e+07 1.01728e+08 2.79371e+06 43.7201 1598.31 218125 35.0146 0.160778 1.60664e+14 1.39641e+13 0 0 6593.04 167207 0.683564 17.336 0.0254195 0.0203769 11.5 0.0757105
42 0.186794 26.7926 837.833 24.4386 2.354 0.195598 1.37323e+07 1.10588e+08 3.06131e+06 50.181 1597.62 218063 40.1861 0.160773 1.60208e+14 1.39245e+13 0 0 7199.62 180530 0.680774 17.0704 0.025409 0.0203745 11.5 0.0792787
43 0.195598 26.6896 824.616 24.335 2.35455 0.204816 1.5046e+07 1.20151e+08 3.35357e+06 57.5957 1596.91 217998 46.1207 0.160768 1.59731e+14 1.3883e+13 0 0 7860.46 194800 0.677862 16.799 0.025398 0.0203719 11.5 0.0830149
44 0.204816 26.582 811.119 24.2269 2.35514 0.214469 1.64849e+07 1.30464e+08 3.67272e+06 66.105 1596.17 217930 52.9304 0.160764 1.59232e+14 1.38397e+13 0 0 8580.12 210071 0.674818 16.5219 0.0253862 0.0203692 11.5 0.0869273
45 0.214469 26.47 797.352 24.1142 2.35576 0.224576 1.80607e+07 1.4158e+08 4.02114e+06 75.8702 1595.39 217859 60.7447 0.160758 1.58712e+14 1.37944e+13 0 0 9363.7 226397 0.671647 16.2392 0.0253739 0.0203664 11.5 0.0910241
46 0.224576 26.3531 783.318 23.9966 2.35642 0.23516 1.97864e+07 1.53554e+08 4.40146e+06 87.0764 1594.57 217785 69.7107 0.160753 1.58168e+14 1.37472e+13 0 0 10216.5 243834 0.668336 15.951 0.0253608 0.0203634 11.5 0.0953139
47 0.23516 26.2312 769.025 23.8741 2.35713 0.246243 2.16761e+07 1.66444e+08 4.81649e+06 99.936 1593.72 217707 79.9987 0.160747 1.576e+14 1.36978e+13 0 0 11144.2 262440 0.664878 15.6575 0.0253469 0.0203603 11.5 0.0998059
48 0.246243 26.1042 754.473 23.7464 2.35789 0.257848 2.37453e+07 1.8031e+08 5.26932e+06 114.692 1592.82 217626 91.8028 0.160741 1.57006e+14 1.36462e+13 0 0 12153 282273 0.66127 15.359 0.0253319 0.0203572 11.5 0.10451
49 0.257848 25.9718 739.679 23.6131 2.35873 0.27 2.60109e+07 1.95215e+08 5.76325e+06 131.625 1591.89 217541 105.346 0.160735 1.56386e+14 1.35923e+13 0 0 13249.5 303390 0.657495 15.0555 0.0253157 0.0203541 11.5 0.109435
50 0.27 25.834 724.657 23.4744 2.35961 0.282725 2.84915e+07 2.11227e+08 6.30191e+06 151.055 1590.91 217452 120.884 0.160729 1.55739e+14 1.35361e+13 0 0 14441 325852 0.653568 14.7473 0.0252987 0.0203508 11.5 0.114593
51 0.282725 25.6904 709.418 23.3298 2.36056 0.296049 3.12071e+07 2.28415e+08 6.88917e+06 173.349 1589.89 217359 138.71 0.160721 1.55064e+14 1.34774e+13 0 0 15734.9 349715 0.649469 14.4347 0.0252806 0.0203473 11.5 0.119993
52 0.296049 25.5409 693.975 23.1794 2.36155 0.310001 3.41798e+07 2.4685e+08 7.52926e+06 198.928 1588.82 217261 159.161 0.160714 1.54359e+14 1.34161e+13 0 0 17139.7 375038 0.645204 14.1179 0.0252616 0.0203435 11.5 0.125648
53 0.310001 25.3853 678.342 23.0226 2.36262 0.324611 3.74338e+07 2.66608e+08 8.22673e+06 228.276 1587.71 217160 182.621 0.160707 1.53623e+14 1.33521e+13 0 0 18663.8 401879 0.640757 13.7971 0.0252413 0.0203395 11.5 0.13157
54 0.324611 25.2234 662.532 22.8597 2.36374 0.33991 4.09954e+07 2.87768e+08 8.98651e+06 261.948 1586.54 217053 209.533 0.160699 1.52856e+14 1.32855e+13 0 0 20316.7 430291 0.636132 13.4727 0.0252199 0.0203352 11.5 0.137771
55 0.33991 25.055 646.563 22.6901 2.36494 0.355929 4.48934e+07 3.1041e+08 9.8139e+06 300.579 1585.32 216942 240.403 0.160691 1.52056e+14 1.32159e+13 0 0 22108.2 460329 0.631317 13.145 0.0251972 0.0203307 11.5 0.144263
56 0.355929 24.88 630.449 22.5138 2.36621 0.372704 4.9159e+07 3.34618e+08 1.07146e+07 344.897 1584.04 216825 275.813 0.160682 1.51221e+14 1.31434e+13 0 0 24049 492044 0.626311 12.8144 0.0251732 0.0203258 11.5 0.151062
57 0.372704 24.6981 614.208 22.3305 2.36756 0.390269 5.38267e+07 3.60478e+08 1.16949e+07 395.738 1582.71 216703 316.426 0.160673 1.50352e+14 1.30678e+13 0 0 26149.9 525484 0.621102 12.4811 0.0251478 0.0203206 11.5 0.158182
58 0.390269 24.5092 597.858 22.1402 2.36899 0.408662 5.89338e+07 3.88078e+08 1.27613e+07 454.06 1581.31 216576 363.008 0.160663 1.49446e+14 1.29891e+13 0 0 28423.1 560692 0.615693 12.1456 0.0251209 0.0203151 11.5 0.165637
59 0.408662 24.3129 581.419 21.9424 2.37052 0.427921 6.45211e+07 4.17508e+08 1.3921e+07 520.961 1579.85 216443 416.43 0.160653 1.48501e+14 1.2907e+13 0 0 30880.5 597709 0.610068 11.8082 0.0250923 0.0203092 11.5 0.173443
60 0.427921 24.1093 564.909 21.7372 2.37213 0.448088 7.06331e+07 4.48861e+08 1.51817e+07 597.7 1578.33 216304 477.695 0.160643 1.47518e+14 1.28215e+13 0 0 33536 636567 0.604233 11.4693 0.0250622 0.020303 11.5 0.181617
61 0.448088 23.898 548.349 21.5241 2.37386 0.469206 7.73185e+07 4.82232e+08 1.65517e+07 685.718 1576.74 216158 547.951 0.160632 1.46494e+14 1.27325e+13 0 0 36402.5 677298 0.598169 11.1294 0.0250301 0.0202963 11.5 0.190176
62 0.469206 23.6789 531.759 21.3032 2.3757 0.491319 8.46301e+07 5.17715e+08 1.80397e+07 786.67 1575.07 216006 628.512 0.160621 1.45428e+14 1.26399e+13 0 0 39494.9 719921 0.591881 10.7889 0.0249961 0.0202891 11.5 0.199139
63 0.491319 23.4517 515.16 21.0741 2.37766 0.514474 9.26258e+07 5.55407e+08 1.96553e+07 902.451 1573.33 215847 720.883 0.16061 1.44319e+14 1.25435e+13 0 0 42827.8 764452 0.585355 10.4483 0.02496 0.0202816 11.5 0.208524
64 0.514474 23.2164 498.576 20.8366 2.37976 0.538721 1.01368e+08 5.95405e+08 2.14085e+07 1035.23 1571.52 215681 826.792 0.160597 1.43165e+14 1.24431e+13 0 0 46416.8 810898 0.578587 10.1079 0.0249215 0.0202735 11.5 0.218352
65 0.538721 22.9726 482.027 20.5906 2.382 0.56411 1.10926e+08 6.37806e+08 2.33103e+07 1187.5 1569.62 215507 948.214 0.160584 1.41964e+14 1.23388e+13 0 0 50277.8 859254 0.571571 9.76821 0.0248805 0.0202649 11.5 0.228642
66 0.56411 22.7203 465.538 20.3359 2.3844 0.590696 1.21375e+08 6.82708e+08 2.5372e+07 1362.11 1567.64 215326 1087.42 0.16057 1.40715e+14 1.22302e+13 0 0 54427.6 909510 0.564303 9.42977 0.0248369 0.0202556 11.5 0.239418
67 0.590696 22.4594 449.129 20.0724 2.38697 0.618534 1.32794e+08 7.30206e+08 2.76062e+07 1562.32 1565.57 215136 1246.98 0.160556 1.39417e+14 1.21174e+13 0 0 58882.9 961642 0.556779 9.09299 0.0247905 0.0202459 11.5 0.250701
68 0.618534 22.1897 432.823 19.7999 2.38972 0.647685 1.45274e+08 7.80396e+08 3.00257e+07 1791.87 1563.41 214938 1429.88 0.160541 1.38068e+14 1.20002e+13 0 0 63661.3 1.01562e+06 0.548995 8.75836 0.024741 0.0202354 11.5 0.262516
69 0.647685 21.9112 416.644 19.5185 2.39266 0.678209 1.5891e+08 8.33371e+08 3.26447e+07 2055.06 1561.15 214731 1639.51 0.160526 1.36669e+14 1.18786e+13 0 0 68780.7 1.07139e+06 0.540953 8.42634 0.0246885 0.0202243 11.5 0.274888
70 0.678209 21.6238 400.613 19.228 2.39579 0.710172 1.73807e+08 8.89222e+08 3.54777e+07 2356.78 1558.79 214515 1879.76 0.16051 1.35216e+14 1.17523e+13 0 0 74259.2 1.12889e+06 0.532652 8.0974 0.0246326 0.0202125 11.5 0.287843
71 0.710172 21.3276 384.753 18.9285 2.39913 0.743642 1.9008e+08 9.48037e+08 3.85406e+07 2702.65 1556.33 214289 2155.07 0.160493 1.3371e+14 1.16214e+13 0 0 80115 1.18806e+06 0.524092 7.77199 0.0245734 0.0201999 11.5 0.301409
72 0.743642 21.0225 369.086 18.6198 2.4027 0.778689 2.07851e+08 1.0099e+09 4.18497e+07 3099.11 1553.77 214054 2470.54 0.160476 1.3215e+14 1.14858e+13 0 0 86365.8 1.24881e+06 0.51527 7.45057 0.0245104 0.0201865 11.5 0.315614
73 0.778689 20.7085 353.633 18.302 2.4065 0.815387 2.27256e+08 1.07489e+09 4.54226e+07 3553.53 1551.09 213808 2832 0.160457 1.30533e+14 1.13453e+13 0 0 93029 1.31104e+06 0.506188 7.13359 0.0244435 0.0201723 11.5 0.330488
74 0.815387 20.3856 338.415 17.975 2.41057 0.853815 2.4844e+08 1.14309e+09 4.92777e+07 4074.32 1548.29 213551 3246.11 0.160437 1.28859e+14 1.11998e+13 0 0 100121 1.37463e+06 0.496844 6.82148 0.0243723 0.0201571 11.5 0.346064
75 0.853815 20.0538 323.451 17.6389 2.41493 0.894054 2.71563e+08 1.21456e+09 5.34343e+07 4671.15 1545.38 213282 3720.46 0.160418 1.27127e+14 1.10492e+13 0 0 107658 1.43945e+06 0.487236 6.51465 0.0242964 0.0201411 11.5 0.362373
76 0.894054 19.7133 308.761 17.2937 2.41961 0.936189 2.96796e+08 1.28936e+09 5.79127e+07 5355.05 1542.33 213002 4263.83 0.160396 1.25336e+14 1.08936e+13 0 0 115654 1.50537e+06 0.477368 6.21352 0.0242155 0.020124 11.5 0.379452
77 0.936189 19.3642 294.363 16.9396 2.42462 0.980311 3.24328e+08 1.36756e+09 6.27342e+07 6138.66 1539.16 212710 4886.12 0.160375 1.23486e+14 1.07327e+13 0 0 124124 1.57222e+06 0.46725 5.91845 0.0241295 0.0201059 11.5 0.397335
78 0.980311 19.007 280.274 16.577 2.42995 1.02651 3.54359e+08 1.4492e+09 6.7921e+07 7036.44 1535.85 212405 5598.77 0.160352 1.21576e+14 1.05668e+13 0 0 133083 1.63983e+06 0.456895 5.6298 0.0240382 0.0200868 11.5 0.41606
79 1.02651 18.6418 266.511 16.2062 2.43563 1.07489 3.87109e+08 1.53431e+09 7.34964e+07 8064.9 1532.41 212087 6414.78 0.160327 1.19608e+14 1.03957e+13 0 0 142543 1.70801e+06 0.446313 5.34792 0.0239415 0.0200665 11.5 0.435669
80 1.07489 18.2689 253.087 15.8272 2.44171 1.12555 4.22817e+08 1.62294e+09 7.94845e+07 9242.97 1528.81 211756 7349.04 0.160302 1.1758e+14 1.02195e+13 0 0 152511 1.77657e+06 0.435508 5.07312 0.0238387 0.020045 11.5 0.456201
