#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MassBin
44 0.204816 8.25791 302.925 5.94171 2.31621 0.214469 1.45327e+07 4.89869e+07 1.19996e+06 25.3937 612.925 118853 8.9351 0.365699 3.2511e+13 0 0 2503.48 77152.5 0.196896 6.06797 11.25
45 0.214469 8.23081 297.581 5.91489 2.31592 0.224576 1.59185e+07 5.31356e+07 1.31471e+06 29.1433 612.579 118809 10.2504 0.365795 3.2401e+13 0 0 2735.33 83070.9 0.196202 5.95857 11.25
46 0.224576 8.20256 292.137 5.88699 2.31557 0.23516 1.74356e+07 5.76013e+07 1.4401e+06 33.4458 612.217 118762 11.7588 0.365896 3.22865e+13 0 0 2988.24 89382.5 0.195483 5.84717 11.25
47 0.23516 8.17498 286.525 5.85801 2.31697 0.246243 1.90963e+07 6.24039e+07 1.57712e+06 38.3827 611.839 118713 13.4887 0.366001 3.21629e+13 0 0 3261.48 96106.9 0.194584 5.73387 11.25
48 0.246243 8.14648 280.813 5.82789 2.3186 0.257848 2.09141e+07 6.75647e+07 1.72684e+06 44.0473 611.444 118662 15.4724 0.366113 3.20336e+13 0 0 3558.74 103263 0.193638 5.61872 11.25
49 0.257848 8.11689 275.013 5.79658 2.3203 0.27 2.29037e+07 7.31066e+07 1.8904e+06 50.5468 611.03 118608 17.7471 0.366227 3.1899e+13 0 0 3882.25 110869 0.192654 5.50178 11.25
50 0.27 8.08615 269.128 5.76406 2.32208 0.282725 2.50811e+07 7.90532e+07 2.06907e+06 58.0039 610.598 118552 20.3552 0.366349 3.17588e+13 0 0 4234.24 118945 0.191633 5.38317 11.25
51 0.282725 8.05422 263.165 5.73029 2.32394 0.296049 2.7464e+07 8.5429e+07 2.26421e+06 66.5595 610.146 118494 23.3456 0.366475 3.1613e+13 0 0 4617.11 127508 0.190574 5.26297 11.25
52 0.296049 8.02109 257.128 5.69523 2.32586 0.310001 3.00713e+07 9.22595e+07 2.47728e+06 76.375 609.674 118433 26.7738 0.366608 3.14612e+13 0 0 5033.41 136577 0.189477 5.14129 11.25
53 0.310001 7.98669 251.024 5.65884 2.32785 0.324611 3.29241e+07 9.95713e+07 2.70992e+06 87.6356 609.18 118369 30.7041 0.366746 3.13033e+13 0 0 5485.97 146170 0.188342 5.01825 11.25
54 0.324611 7.951 244.858 5.62109 2.32991 0.33991 3.6045e+07 1.07392e+08 2.96386e+06 100.553 608.664 118302 35.2091 0.366891 3.11392e+13 0 0 5977.71 156303 0.187167 4.89397 11.25
55 0.33991 7.91406 238.636 5.58197 2.33209 0.355929 3.9459e+07 1.15748e+08 3.241e+06 115.372 608.124 118232 40.3729 0.367043 3.09686e+13 0 0 6511.74 166992 0.185948 4.76857 11.25
56 0.355929 7.87573 232.366 5.54141 2.33431 0.372704 4.31932e+07 1.24671e+08 3.54341e+06 132.37 607.56 118159 46.2914 0.367202 3.07913e+13 0 0 7091.69 178250 0.18469 4.6422 11.25
57 0.372704 7.83604 226.053 5.4994 2.33664 0.390269 4.7277e+07 1.34188e+08 3.87333e+06 151.868 606.971 118082 53.0741 0.367368 3.06072e+13 0 0 7721.09 190092 0.183389 4.515 11.25
58 0.390269 7.79502 219.705 5.45593 2.3391 0.408662 5.17428e+07 1.44331e+08 4.23318e+06 174.232 606.356 118003 60.8466 0.367542 3.04159e+13 0 0 8403.78 202528 0.18204 4.38711 11.25
59 0.408662 7.75253 213.332 5.41092 2.3416 0.427921 5.66257e+07 1.55129e+08 4.6256e+06 199.881 605.713 117919 69.7527 0.367724 3.02175e+13 0 0 9144.28 215567 0.180652 4.25868 11.25
60 0.427921 7.70873 206.936 5.36442 2.34431 0.448088 6.1964e+07 1.66614e+08 5.05345e+06 229.299 605.041 117832 79.9564 0.367915 3.00114e+13 0 0 9946.56 229216 0.179212 4.12989 11.25
61 0.448088 7.66342 200.531 5.31634 2.34708 0.469206 6.77992e+07 1.78818e+08 5.51981e+06 263.035 604.339 117741 91.6462 0.368113 2.97979e+13 0 0 10816 243480 0.177729 4.0009 11.25
62 0.469206 7.61665 194.123 5.26669 2.34996 0.491319 7.41768e+07 1.91771e+08 6.02806e+06 301.722 603.606 117646 105.037 0.368322 2.95765e+13 0 0 11757.5 258361 0.176201 3.87186 11.25
63 0.491319 7.56844 187.72 5.21545 2.35299 0.514474 8.11462e+07 2.05506e+08 6.58181e+06 346.085 602.841 117546 120.374 0.36854 2.93472e+13 0 0 12776.5 273856 0.174625 3.74297 11.25
64 0.514474 7.51864 181.333 5.16257 2.35607 0.538721 8.87612e+07 2.20053e+08 7.18498e+06 396.953 602.042 117442 137.939 0.368769 2.91098e+13 0 0 13879.3 289962 0.173007 3.61438 11.25
65 0.538721 7.46738 174.969 5.10808 2.3593 0.56411 9.70801e+07 2.35444e+08 7.84185e+06 455.276 601.208 117334 158.054 0.369007 2.88641e+13 0 0 15071.8 306669 0.17134 3.48629 11.25
66 0.56411 7.4145 168.64 5.05192 2.36258 0.590696 1.06167e+08 2.5171e+08 8.55698e+06 522.142 600.337 117220 181.085 0.369257 2.86101e+13 0 0 16361.2 323966 0.169632 3.35886 11.25
67 0.590696 7.36016 162.35 4.99414 2.36602 0.618534 1.1609e+08 2.68879e+08 9.33537e+06 598.8 599.428 117102 207.451 0.369518 2.83475e+13 0 0 17754 341835 0.167876 3.23229 11.25
68 0.618534 7.30417 156.112 4.93467 2.3695 0.647685 1.26925e+08 2.86982e+08 1.01824e+07 686.674 598.479 116978 237.633 0.369791 2.80763e+13 0 0 19258.5 360257 0.166079 3.10675 11.25
69 0.647685 7.24677 149.932 4.8736 2.37316 0.678209 1.38753e+08 3.06046e+08 1.11038e+07 787.401 597.489 116849 272.178 0.370077 2.77964e+13 0 0 20881.9 379206 0.164234 2.98242 11.25
70 0.678209 7.18772 143.821 4.81085 2.37687 0.710172 1.51663e+08 3.26096e+08 1.21058e+07 902.851 596.457 116715 311.712 0.370375 2.75076e+13 0 0 22633.9 398652 0.16235 2.85948 11.25
71 0.710172 7.12724 137.786 4.74651 2.38074 0.743642 1.65751e+08 3.47159e+08 1.31953e+07 1035.17 595.38 116574 356.945 0.370688 2.721e+13 0 0 24522.6 418558 0.160421 2.7381 11.25
72 0.743642 7.06511 131.838 4.68049 2.38462 0.778689 1.81121e+08 3.69257e+08 1.43795e+07 1186.8 594.256 116427 408.695 0.371014 2.69034e+13 0 0 26559 438886 0.158455 2.61845 11.25
73 0.778689 7.00152 125.982 4.6129 2.38862 0.815387 1.97886e+08 3.9241e+08 1.56663e+07 1360.55 593.085 116274 467.888 0.371356 2.6588e+13 0 0 28752.5 459589 0.156448 2.50071 11.25
74 0.815387 6.93626 120.229 4.54365 2.39261 0.853815 2.16169e+08 4.16638e+08 1.70641e+07 1559.64 591.864 116115 535.585 0.371714 2.62634e+13 0 0 31115.4 480617 0.154408 2.38502 11.25
75 0.853815 6.86947 114.586 4.47283 2.39664 0.894054 2.36101e+08 4.41956e+08 1.85819e+07 1787.72 590.591 115948 612.997 0.372087 2.59299e+13 0 0 33658.8 501913 0.152333 2.27155 11.25
76 0.894054 6.8012 109.058 4.40048 2.40072 0.936189 2.57827e+08 4.68378e+08 2.02297e+07 2049.02 589.265 115775 701.498 0.372477 2.55875e+13 0 0 36395.3 523416 0.150224 2.16043 11.25
77 0.936189 6.7314 103.654 4.3266 2.40479 0.980311 2.81502e+08 4.95914e+08 2.20178e+07 2348.31 587.883 115594 802.66 0.372885 2.52361e+13 0 0 39338.5 545059 0.148085 2.05181 11.25
78 0.980311 6.66011 98.3795 4.25126 2.40885 1.02651 3.07292e+08 5.2457e+08 2.39578e+07 2691.12 586.443 115405 918.266 0.373313 2.48759e+13 0 0 42502.5 566769 0.145918 1.94581 11.25
79 1.02651 6.58735 93.2401 4.17447 2.41287 1.07489 3.35381e+08 5.54349e+08 2.60616e+07 3083.7 584.944 115208 1050.36 0.373758 2.45069e+13 0 0 45902.8 588471 0.143725 1.84255 11.25
80 1.07489 6.51308 88.2415 4.09627 2.41681 1.12555 3.65962e+08 5.8525e+08 2.83425e+07 3533.24 583.383 115003 1201.26 0.374224 2.41293e+13 0 0 49555.8 610082 0.14151 1.74213 11.25
81 1.12555 6.43735 83.388 4.01671 2.42064 1.17859 3.99247e+08 6.17269e+08 3.08143e+07 4047.94 581.759 114789 1373.6 0.374712 2.37431e+13 0 0 53478.7 631515 0.139275 1.64466 11.25
82 1.17859 6.36008 78.6844 3.93579 2.42429 1.23414 4.35465e+08 6.50397e+08 3.3492e+07 4637.19 580.068 114567 1570.39 0.37522 2.33484e+13 0 0 57690.4 652680 0.137024 1.55022 11.25
83 1.23414 6.28137 74.1332 3.85361 2.42776 1.2923 4.74859e+08 6.8462e+08 3.63918e+07 5311.68 578.309 114335 1795.04 0.375752 2.29455e+13 0 0 62210.5 673481 0.134759 1.45888 11.25
84 1.2923 6.20123 69.737 3.77023 2.431 1.35321 5.17695e+08 7.1992e+08 3.95307e+07 6083.64 576.48 114094 2051.43 0.376308 2.25347e+13 0 0 67060.4 693818 0.132483 1.37069 11.25
85 1.35321 6.11977 65.4968 3.68579 2.43398 1.41698 5.64256e+08 7.56272e+08 4.29273e+07 6967.06 574.578 113843 2343.96 0.37689 2.21163e+13 0 0 72263.5 713590 0.1302 1.28571 11.25
86 1.41698 6.03749 61.4098 3.60072 2.43677 1.48376 6.14847e+08 7.93644e+08 4.66015e+07 7977.86 572.601 113581 2677.66 0.377495 2.16924e+13 0 0 77846.6 732687 0.127918 1.20396 11.25
87 1.48376 5.95241 57.4892 3.51368 2.43873 1.55369 6.69796e+08 8.32005e+08 5.05734e+07 9134.26 570.546 113310 3058.2 0.378129 2.12576e+13 0 0 83831.6 751010 0.125632 1.12548 11.25
88 1.55369 5.86442 53.7365 3.42453 2.43989 1.62691 7.29454e+08 8.71322e+08 5.48641e+07 10457 568.412 113027 3492.04 0.378791 2.08109e+13 0 0 90239 768453 0.123335 1.05029 11.25
89 1.62691 5.77372 50.1507 3.3334 2.44032 1.70358 7.94199e+08 9.11555e+08 5.94961e+07 11969.8 566.196 112733 3986.5 0.379481 2.03524e+13 0 0 97090.9 784907 0.121024 0.978389 11.25
90 1.70358 5.68051 46.7304 3.24041 2.4401 1.78387 8.64434e+08 9.52661e+08 6.44929e+07 13699.7 563.895 112427 4549.86 0.380204 1.9882e+13 0 0 104410 800262 0.118696 0.909758 11.25
91 1.78387 5.58491 43.4745 3.14563 2.43928 1.86794 9.40591e+08 9.94592e+08 6.98796e+07 15677.4 561.508 112110 4949.62 0.399577 1.93998e+13 0 0 112218 814410 0.116348 0.844378 11.25
92 1.86794 5.48712 40.381 3.04917 2.43794 1.95598 1.02313e+09 1.0373e+09 7.56826e+07 17938.2 559.032 111780 5652.71 0.399941 1.89056e+13 0 0 120538 827242 0.113977 0.782214 11.25
93 1.95598 5.38742 37.4466 2.95128 2.43615 2.04816 1.11255e+09 1.08072e+09 8.19298e+07 20522 556.465 111437 6454.26 0.400319 1.84001e+13 0 0 129395 838645 0.111587 0.723222 11.25
94 2.04816 5.28609 34.6678 2.85215 2.43395 2.14469 1.20936e+09 1.1248e+09 8.86509e+07 23474.3 553.803 111082 7367.77 0.400715 1.7884e+13 0 0 138815 848512 0.109177 0.667346 11.25
95 2.14469 5.18333 32.0418 2.75193 2.4314 2.24576 1.31414e+09 1.16947e+09 9.58772e+07 26847.2 551.046 110713 8408.57 0.401126 1.73575e+13 0 0 148821 856735 0.106747 0.614525 11.25
96 2.24576 5.07942 29.5644 2.65086 2.42856 2.3516 1.42747e+09 1.21466e+09 1.03642e+08 30699.8 548.191 110330 9594.06 0.401555 1.68213e+13 0 0 159439 863207 0.104301 0.564687 11.25
97 2.3516 4.97467 27.2309 2.54919 2.42547 2.46243 1.54999e+09 1.26031e+09 1.1198e+08 35099.2 545.236 109933 10943.9 0.402002 1.62763e+13 0 0 170701 867822 0.101842 0.517755 11.25
98 2.46243 4.8693 25.0374 2.4471 2.4222 2.57848 1.68236e+09 1.30632e+09 1.20929e+08 40122.2 542.178 109522 12480.4 0.402467 1.57232e+13 0 0 182629 870478 0.0993718 0.473643 11.25
99 2.57848 4.76365 22.9786 2.34486 2.41878 2.7 1.82531e+09 1.35263e+09 1.30528e+08 45855.6 539.015 109096 14228.7 0.402951 1.51629e+13 0 0 195257 871074 0.0968948 0.432263 11.25
100 2.7 4.65796 21.0501 2.24267 2.4153 2.82725 1.97957e+09 1.39914e+09 1.40821e+08 52398.6 535.747 108654 16217.3 0.403455 1.45962e+13 0 0 208611 869510 0.0944127 0.393521 11.25
101 2.82725 4.55254 19.2463 2.14075 2.41179 2.96049 2.14595e+09 1.44577e+09 1.5185e+08 59863.6 532.37 108197 18478.5 0.403982 1.40242e+13 0 0 222723 865690 0.0919302 0.357319 11.25
102 2.96049 4.44762 17.5627 2.03923 2.40838 3.10001 2.32527e+09 1.49242e+09 1.63665e+08 68378.4 528.883 107724 21048.8 0.404528 1.3447e+13 0 0 237613 859524 0.0894464 0.323557 11.25
103 3.10001 4.34341 15.994 1.9382 2.40521 3.24611 2.51843e+09 1.53901e+09 1.76316e+08 78088.2 525.284 107235 23969.1 0.405095 1.28646e+13 0 0 253296 850926 0.0869604 0.292136 11.25
104 3.24611 4.23991 14.5356 1.83748 2.40243 3.3991 2.72635e+09 1.58543e+09 1.89858e+08 89157.7 521.573 106729 27286 0.405687 1.22759e+13 0 0 269762 839827 0.0844645 0.262956 11.25
105 3.3991 4.13653 13.1835 1.73638 2.40015 3.55929 2.95001e+09 1.6316e+09 2.04344e+08 101774 517.747 106207 31051.6 0.406302 1.16762e+13 0 0 286945 826196 0.0819394 0.235926 11.25
106 3.55929 4.03045 11.9358 1.63252 2.39793 3.72704 3.19042e+09 1.67743e+09 2.1982e+08 116149 513.805 105667 35325 0.406941 1.10515e+13 0 0 304636 810118 0.0793368 0.21098 11.25
107 3.72704 3.9091 10.799 1.51793 2.39117 3.90269 3.44865e+09 1.7229e+09 2.36278e+08 132524 509.746 105110 40172.7 0.407605 1.03604e+13 0 0 322334 792067 0.0765596 0.188129 11.25
108 3.90269 3.73196 9.79263 1.37795 2.354 4.08662 3.72582e+09 1.7681e+09 2.53506e+08 151170 505.57 104535 45669.1 0.408295 9.55201e+12 0 0 340569 773093 0.0737731 0.167465 11.25
109 4.08662 3.46783 8.92183 1.2308 2.23704 4.27921 4.02308e+09 1.81326e+09 2.7106e+08 172397 501.276 103942 51898.7 0.409012 8.81077e+12 0 0 366480 752025 0.0724008 0.148568 11.25
110 4.27921 3.18498 8.16012 1.16104 2.02394 4.48088 4.34165e+09 1.85855e+09 2.88737e+08 196555 496.863 103331 58955.8 0.409756 8.72685e+12 0 0 418934 720475 0.0754812 0.129811 11.25
111 4.48088 3.24698 7.37724 1.42032 1.82666 4.69206 4.68279e+09 1.90345e+09 3.08497e+08 224039 492.331 102702 66946.5 0.41053 1.08771e+13 0 0 550498 645849 0.0904585 0.106127 11.25
112 4.69206 5.27337 5.89919 3.11565 2.15771 4.91319 5.04778e+09 1.94281e+09 3.43685e+08 255296 487.681 102054 75990.3 0.411332 1.9952e+13 0 0 862187 420379 0.12921 0.0629991 11.25
113 4.91319 13.2199 2.02387 7.67564 5.54429 5.14474 5.43797e+09 1.95762e+09 4.40409e+08 290833 482.911 101388 86220.6 0.412165 3.1006e+13 0 0 749774 58874.6 0.102476 0.00804676 11.25
114 5.14474 16.8111 0.440211 0 16.8111 5.38721 5.85474e+09 1.96115e+09 5.75275e+08 331222 478.024 100702 97788 0.413028 0 0 0 200329 0 0.0249711 0 11.25
115 5.38721 14.9622 0 0 14.9622 5.6411 6.29953e+09 1.96115e+09 7.06889e+08 377110 473.019 99998.2 107368 0.427386 0 0 0 194842 0 0.0221501 0 11.25
116 5.6411 13.2784 0 0 13.2784 5.90696 6.77378e+09 1.96115e+09 8.34961e+08 429225 467.898 99275.2 121836 0.427751 0 0 0 188753 0 0.0195698 0 11.25
117 5.90696 11.7482 0 0 11.7482 6.18534 7.27899e+09 1.96115e+09 9.59206e+08 488392 462.663 98533.2 138200 0.428127 0 0 0 182107 0 0.0172194 0 11.25
118 6.18534 10.3608 0 0 10.3608 6.47685 7.8167e+09 1.96115e+09 1.07935e+09 555540 457.314 97772.3 156698 0.428515 0 0 0 174955 0 0.0150876 0 11.25
119 6.47685 9.10589 0 0 9.10589 6.78209 8.38844e+09 1.96115e+09 1.19513e+09 631715 451.853 96992.5 177598 0.428918 0 0 0 167355 0 0.0131623 0 11.25
120 6.78209 7.97389 0 0 7.97389 7.10172 8.99581e+09 1.96115e+09 1.3063e+09 718097 446.284 96193.8 201202 0.429333 0 0 0 159369 0 0.0114313 0 11.25
121 7.10172 6.95566 0 0 6.95566 7.43642 9.6404e+09 1.96115e+09 1.41262e+09 816017 440.608 95376.5 227845 0.429762 0 0 0 151062 0 0.00988207 0 11.25
122 7.43642 6.04261 0 0 6.04261 7.78689 1.03238e+10 1.96115e+09 1.5139e+09 926968 434.829 94540.6 257905 0.430204 0 0 0 142502 0 0.00850189 0 11.25
123 7.78689 5.22661 0 0 5.22661 8.15387 1.10477e+10 1.96115e+09 1.60996e+09 1.05264e+06 428.949 93686.4 291799 0.430662 0 0 0 133762 0 0.00727822 0 11.25
124 8.15387 4.49998 0 0 4.49998 8.53815 1.18137e+10 1.96115e+09 1.70064e+09 1.19491e+06 422.971 92814 330001 0.431134 0 0 0 124912 0 0.00619864 0 11.25
125 8.53815 3.85546 0 0 3.85546 8.94054 1.26234e+10 1.96115e+09 1.78583e+09 1.35592e+06 416.901 91923.9 373032 0.431621 0 0 0 116025 0 0.00525102 0 11.25
126 8.94054 3.28619 0 0 3.28619 9.36189 1.34784e+10 1.96115e+09 1.86545e+09 1.53805e+06 410.741 91016.2 421480 0.432123 0 0 0 107172 0 0.00442358 0 11.25
127 9.36189 2.78566 0 0 2.78566 9.80311 1.43803e+10 1.96115e+09 1.93945e+09 1.74398e+06 404.497 90091.4 475998 0.432639 0 0 0 98422.8 0 0.00370501 0 11.25
128 9.80311 2.34773 0 0 2.34773 10.2651 1.53308e+10 1.96115e+09 2.00783e+09 1.97673e+06 398.172 89149.8 537312 0.433171 0 0 0 89844.4 0 0.0030845 0 11.25
129 10.2651 1.96657 0 0 1.96657 10.7489 1.63314e+10 1.96115e+09 2.07064e+09 2.23967e+06 391.772 88191.9 577762 0.455093 0 0 0 81499.2 0 0.0025518 0 11.25
130 10.7489 1.6367 0 0 1.6367 11.2555 1.73837e+10 1.96115e+09 2.12796e+09 2.53657e+06 385.302 87218.2 651496 0.455727 0 0 0 73445.2 0 0.00209728 0 11.25
131 11.2555 1.35292 0 0 1.35292 11.7859 1.84891e+10 1.96115e+09 2.1799e+09 2.87168e+06 378.767 86229.2 734281 0.456379 0 0 0 65734.6 0 0.00171194 0 11.25
132 11.7859 1.11036 0 0 1.11036 12.3414 1.96491e+10 1.96115e+09 2.22665e+09 3.24974e+06 372.173 85225.4 827175 0.457048 0 0 0 58413.1 0 0.00138741 0 11.25
133 12.3414 0.904431 0 0 0.904431 12.923 2.08651e+10 1.96115e+09 2.26841e+09 3.67606e+06 365.525 84207.6 931357 0.457737 0 0 0 51519.4 0 0.001116 0 11.25
134 12.923 0.730873 0 0 0.730873 13.5321 2.21385e+10 1.96115e+09 2.3054e+09 4.15657e+06 358.83 83176.2 1.04813e+06 0.458446 0 0 0 45084.2 0 0.000890672 0 11.25
135 13.5321 0.585713 0 0 0.585713 14.1698 2.34705e+10 1.96115e+09 2.33791e+09 4.69792e+06 352.094 82131.9 1.17896e+06 0.459172 0 0 0 39130.2 0 0.000705026 0 11.25
136 14.1698 0.465289 0 0 0.465289 14.8376 2.48624e+10 1.96115e+09 2.36623e+09 5.30751e+06 345.323 81075.6 1.32544e+06 0.459918 0 0 0 33671.8 0 0.000553299 0 11.25
137 14.8376 0.366239 0 0 0.366239 15.5369 2.63154e+10 1.96115e+09 2.39066e+09 5.99364e+06 338.524 80007.8 1.48937e+06 0.460683 0 0 0 28715.2 0 0.000430334 0 11.25
138 15.5369 0.285505 0 0 0.285505 16.2691 2.78304e+10 1.96115e+09 2.41155e+09 6.76554e+06 331.702 78929.4 1.61248e+06 0.478708 0 0 0 24258.5 0 0.000331556 0 11.25
139 16.2691 0.220326 0 0 0.220326 17.0358 2.94086e+10 1.96115e+09 2.42923e+09 7.63354e+06 324.866 77841.1 1.7944e+06 0.483726 0 0 0 20292.1 0 0.000252941 0 11.25
140 17.0358 0.168231 0 0 0.168231 17.8387 3.10509e+10 1.96115e+09 2.44403e+09 8.60914e+06 318.021 76743.8 1.99545e+06 0.488913 0 0 0 16799.5 0 0.000190981 0 11.25
141 17.8387 0.127031 0 0 0.127031 18.6794 3.2758e+10 1.96115e+09 2.45628e+09 9.70516e+06 311.174 75638.3 2.21744e+06 0.494273 0 0 0 13758.2 0 0.000142644 0 11.25
142 18.6794 0.0948092 0 0 0.0948092 19.5598 3.45307e+10 1.96115e+09 2.46631e+09 1.09359e+07 304.331 74525.3 2.4624e+06 0.499808 0 0 0 11140.2 0 0.000105338 0 11.25
143 19.5598 0.0699009 0 0 0.0699009 20.4816 3.63696e+10 1.96115e+09 2.47441e+09 1.23172e+07 297.5 73405.9 2.73251e+06 0.505524 0 0 0 8913.65 0 7.68686e-05 0 11.25
144 20.4816 0.050881 0 0 0.050881 21.4469 3.82753e+10 1.96115e+09 2.48088e+09 1.38669e+07 290.687 72280.9 3.03013e+06 0.511422 0 0 0 7043.77 0 5.53986e-05 0 11.25
145 21.4469 0.0365432 0 0 0.0365432 22.4576 4.02483e+10 1.96115e+09 2.48598e+09 1.56046e+07 283.898 71151.1 3.35782e+06 0.517513 0 0 0 5493.9 0 3.94071e-05 0 11.25
146 22.4576 0.0258798 0 0 0.0258798 23.516 4.22888e+10 1.96115e+09 2.48993e+09 1.75523e+07 277.141 70017.5 3.7389e+06 0.520921 0 0 0 4226.8 0 2.76506e-05 0 11.25
147 23.516 0.0180606 0 0 0.0180606 24.6243 4.43972e+10 1.96115e+09 2.49296e+09 1.97343e+07 270.42 68880.9 4.0692e+06 0.536223 0 0 0 3205.62 0 1.91252e-05 0 11.25
148 24.6243 0.0124114 0 0 0.0124114 25.7848 4.65736e+10 1.96115e+09 2.49524e+09 2.21777e+07 263.742 67742.2 4.4243e+06 0.552269 0 0 0 2394.88 0 1.3031e-05 0 11.25
149 25.7848 0.00839288 0 0 0.00839288 27 4.88181e+10 1.96115e+09 2.49693e+09 2.49126e+07 257.114 66602.5 4.80566e+06 0.5691 0 0 0 1761.23 0 8.73995e-06 0 11.25
150 27 0.00558057 0 0 0.00558057 28.2725 5.11305e+10 1.96115e+09 2.49816e+09 2.79724e+07 250.541 65462.4 5.21486e+06 0.586748 0 0 0 1274.03 0 5.76596e-06 0 11.25
151 28.2725 0.0036457 0 0 0.0036457 29.6049 5.35109e+10 1.96115e+09 2.49905e+09 3.13942e+07 244.028 64323 5.65344e+06 0.605261 0 0 0 905.795 0 3.73872e-06 0 11.25
152 29.6049 0.00233808 0 0 0.00233808 31.0001 5.59589e+10 1.96115e+09 2.49967e+09 3.52192e+07 237.581 63185.1 6.12313e+06 0.624676 0 0 0 632.427 0 2.3807e-06 0 11.25
153 31.0001 0.00147075 0 0 0.00147075 32.4611 5.84742e+10 1.96115e+09 2.5001e+09 3.9493e+07 231.206 62049.6 6.83456e+06 0.625322 0 0 0 433.255 0 1.48743e-06 0 11.25
154 32.4611 0.000906622 0 0 0.000906622 33.991 6.10565e+10 1.96115e+09 2.50039e+09 4.42663e+07 224.906 60917.3 7.2572e+06 0.65773 0 0 0 290.961 0 9.11021e-07 0 11.25
155 33.991 0.000547159 0 0 0.000547159 35.5929 6.37053e+10 1.96115e+09 2.50058e+09 4.95952e+07 218.687 59789 7.6969e+06 0.692344 0 0 0 191.369 0 5.46468e-07 0 11.25
156 35.5929 0.000322976 0 0 0.000322976 37.2704 6.64199e+10 1.96115e+09 2.5007e+09 5.55419e+07 212.552 58665.6 8.1538e+06 0.729325 0 0 0 123.146 0 3.20711e-07 0 11.25
157 37.2704 0.000186271 0 0 0.000186271 39.0269 6.91998e+10 1.96115e+09 2.50078e+09 6.21756e+07 206.507 57547.9 8.628e+06 0.768847 0 0 0 77.4512 0 1.83959e-07 0 11.25
158 39.0269 0.000104851 0 0 0.000104851 40.8662 7.20442e+10 1.96115e+09 2.50083e+09 6.95724e+07 200.554 56436.6 9.1196e+06 0.811094 0 0 0 47.5577 0 1.03018e-07 0 11.25
159 40.8662 5.75377e-05 0 0 5.75377e-05 42.7921 7.49523e+10 1.96115e+09 2.50086e+09 7.78171e+07 194.698 55332.5 9.95175e+06 0.82847 0 0 0 28.4775 0 5.62595e-08 0 11.25
160 42.7921 3.07449e-05 0 0 3.07449e-05 44.8088 7.79234e+10 1.96115e+09 2.50087e+09 8.70035e+07 188.941 54236.3 1.04996e+07 0.87492 0 0 0 16.6093 0 2.99257e-08 0 11.25
161 44.8088 1.5977e-05 0 0 1.5977e-05 46.9206 8.09564e+10 1.96115e+09 2.50088e+09 9.72351e+07 183.286 53148.7 1.10661e+07 0.924595 0 0 0 9.42372 0 1.54852e-08 0 11.25
162 46.9206 8.06396e-06 0 0 8.06396e-06 49.1319 8.40505e+10 1.96115e+09 2.50089e+09 1.08627e+08 177.736 52070.3 1.16512e+07 0.977733 0 0 0 5.19453 0 7.78466e-09 0 11.25
163 49.1319 3.94769e-06 0 0 3.94769e-06 51.4474 8.72046e+10 1.96115e+09 2.50089e+09 1.21306e+08 172.294 51001.9 1.22551e+07 1.03459 0 0 0 2.77795 0 3.7968e-09 0 11.25
164 51.4474 1.87179e-06 0 0 1.87179e-06 53.8721 9.04176e+10 1.96115e+09 2.50089e+09 1.35413e+08 166.961 49943.9 1.27007e+07 1.11071 0 0 0 1.43924 0 1.79401e-09 0 11.25
165 53.8721 8.58306e-07 0 0 8.58306e-07 56.411 9.36885e+10 1.96115e+09 2.5009e+09 1.51103e+08 161.739 48897 1.35092e+07 1.16145 0 0 0 0.721296 0 8.19987e-10 0 11.25
166 56.411 3.80027e-07 0 0 3.80027e-07 59.0696 9.70162e+10 1.96115e+09 2.5009e+09 1.68549e+08 156.629 47861.7 1.43578e+07 1.21507 0 0 0 0.349127 0 3.61974e-10 0 11.25
167 59.0696 1.62204e-07 0 0 1.62204e-07 61.8534 1.00399e+11 1.96115e+09 2.5009e+09 1.8794e+08 151.634 46838.5 1.52483e+07 1.27172 0 0 0 0.162939 0 1.5407e-10 0 11.25
168 61.8534 6.66253e-08 0 0 6.66253e-08 64.7685 1.03837e+11 1.96115e+09 2.5009e+09 2.09488e+08 146.753 45828 1.61822e+07 1.33157 0 0 0 0.0731952 0 6.31213e-11 0 11.25
169 64.7685 2.62883e-08 0 0 2.62883e-08 67.8209 1.07328e+11 1.96115e+09 2.5009e+09 2.33425e+08 141.988 44830.4 1.71612e+07 1.39482 0 0 0 0.0315917 0 2.48466e-11 0 11.25
170 67.8209 9.94516e-09 0 0 9.94516e-09 71.0172 1.1087e+11 1.96115e+09 2.5009e+09 2.60008e+08 137.338 43846.4 1.74663e+07 1.52197 0 0 0 0.0130759 0 9.37917e-12 0 11.25
171 71.0172 3.60023e-09 0 0 3.60023e-09 74.3642 1.14464e+11 1.96115e+09 2.5009e+09 2.89522e+08 132.805 42876.1 1.86682e+07 1.58098 0 0 0 0.00517982 0 3.3885e-12 0 11.25
