#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar
58 0.390269 12.1725 1061.52 8.63614 3.53637 0.408662 7.68013e+07 6.69648e+08 6.50675e+06 354760 927479 224824 1.09341e+07 0.000351002 8.15194e+13 0 0 7972.83 534039 0.172705 11.5682
59 0.408662 12.1316 1036.86 8.59457 3.53705 0.427921 8.41303e+07 7.22132e+08 7.12083e+06 392567 892799 230573 1.15407e+07 0.000399337 8.12207e+13 0 0 8706.59 574167 0.172005 11.3431
60 0.427921 12.0891 1012.09 8.55131 3.53776 0.448088 9.21546e+07 7.78305e+08 7.79179e+06 434345 859283 236445 1.21791e+07 0.000454228 8.09092e+13 0 0 9506.16 616888 0.171277 11.1148
61 0.448088 12.0448 987.23 8.50631 3.5385 0.469206 1.0094e+08 8.38384e+08 8.5248e+06 480505 826894 242441 1.28508e+07 0.00051655 8.05847e+13 0 0 10377.2 662322 0.170519 10.8833
62 0.469206 11.9988 962.296 8.4595 3.53928 0.491319 1.10557e+08 9.02596e+08 9.32545e+06 531498 795598 248562 1.35573e+07 0.000587292 8.02464e+13 0 0 11325.8 710589 0.169731 10.6491
63 0.491319 11.9509 937.314 8.41084 3.54009 0.514474 1.21084e+08 9.71175e+08 1.01998e+07 587820 765359 254810 1.43003e+07 0.000683049 7.9894e+13 0 0 12358.6 761809 0.168913 10.4121
64 0.514474 11.9012 912.309 8.36028 3.54094 0.538721 1.32606e+08 1.04436e+09 1.11546e+07 650019 736144 261185 1.50814e+07 0.000807537 7.9527e+13 0 0 13482.7 816100 0.168062 10.1727
65 0.538721 11.8496 887.303 8.30774 3.54184 0.56411 1.45217e+08 1.12242e+09 1.2197e+07 718694 707922 267689 1.59025e+07 0.000954307 7.91448e+13 0 0 14705.7 873580 0.167178 9.93107
66 0.56411 11.796 862.323 8.25318 3.54278 0.590696 1.59018e+08 1.20559e+09 1.33347e+07 794508 680661 274322 1.67653e+07 0.00112725 7.87469e+13 0 0 16035.9 934363 0.16626 9.68744
67 0.590696 11.7403 837.391 8.19653 3.54376 0.618534 1.7412e+08 1.29415e+09 1.45763e+07 878186 654331 281085 1.76717e+07 0.00133095 7.83328e+13 0 0 17482.3 998557 0.165308 9.44205
68 0.618534 11.6826 812.534 8.13776 3.54479 0.647685 1.90644e+08 1.38837e+09 1.5931e+07 970528 628903 287980 1.86236e+07 0.00160764 7.79019e+13 0 0 19054.4 1.06627e+06 0.164319 9.19518
69 0.647685 11.6227 787.777 8.07679 3.54587 0.678209 2.08722e+08 1.48853e+09 1.74088e+07 1.07241e+06 604348 295006 1.96231e+07 0.00186914 7.74538e+13 0 0 20762.5 1.1376e+06 0.163295 8.9471
70 0.678209 11.5606 763.145 8.01357 3.547 0.710172 2.28499e+08 1.59492e+09 1.90205e+07 1.1848e+06 580638 302165 2.06721e+07 0.00217231 7.69878e+13 0 0 22617.5 1.21263e+06 0.162233 8.69808
71 0.710172 11.4962 738.662 7.94806 3.54817 0.743642 2.50132e+08 1.70784e+09 2.07779e+07 1.30875e+06 557748 309456 2.1773e+07 0.0025236 7.65035e+13 0 0 24631.5 1.29146e+06 0.161133 8.4484
72 0.743642 11.4296 714.354 7.88021 3.54941 0.778689 2.73792e+08 1.82757e+09 2.26936e+07 1.44543e+06 535650 316879 2.29277e+07 0.00297416 7.60003e+13 0 0 26816.9 1.37415e+06 0.159993 8.19837
73 0.778689 11.3606 690.247 7.80995 3.55069 0.815387 2.99666e+08 1.95443e+09 2.47815e+07 1.59611e+06 514321 324436 2.41387e+07 0.00332443 7.54777e+13 0 0 29187.5 1.46076e+06 0.158815 7.94828
74 0.815387 11.2893 666.363 7.73726 3.55204 0.853815 3.27958e+08 2.08871e+09 2.70565e+07 1.76218e+06 493735 332126 2.54082e+07 0.00371516 7.4935e+13 0 0 31757.7 1.55135e+06 0.157595 7.69844
75 0.853815 11.2155 642.726 7.66207 3.55343 0.894054 3.58891e+08 2.23073e+09 2.95346e+07 1.94519e+06 473870 339948 2.67386e+07 0.0041509 7.43719e+13 0 0 34543.2 1.64594e+06 0.156335 7.44915
76 0.894054 11.1393 619.361 7.58437 3.55489 0.936189 3.92706e+08 2.38078e+09 3.22334e+07 2.14682e+06 454701 347902 2.81323e+07 0.00463671 7.37876e+13 0 0 37560.5 1.74455e+06 0.155033 7.20073
77 0.936189 11.0605 596.29 7.50409 3.55641 0.980311 4.29666e+08 2.53919e+09 3.51716e+07 2.3689e+06 436209 355989 2.9592e+07 0.00535126 7.31819e+13 0 0 40827.2 1.84718e+06 0.153689 6.95349
78 0.980311 10.9792 573.535 7.42122 3.55799 1.02651 4.70059e+08 2.70624e+09 3.83695e+07 2.61345e+06 418369 364206 3.112e+07 0.00583998 7.2554e+13 0 0 44362.3 1.95381e+06 0.152303 6.70775
79 1.02651 10.8954 551.117 7.33572 3.55964 1.07489 5.14197e+08 2.88226e+09 4.18493e+07 2.88269e+06 401163 372552 3.27191e+07 0.00637284 7.19037e+13 0 0 48185.8 2.0644e+06 0.150873 6.4638
80 1.07489 10.8089 529.057 7.24758 3.56135 1.12555 5.62418e+08 3.06753e+09 4.56345e+07 3.17903e+06 384570 381028 3.43918e+07 0.00695373 7.12303e+13 0 0 52318.9 2.17888e+06 0.1494 6.22197
81 1.12555 10.7199 507.373 7.15677 3.56313 1.17859 6.15094e+08 3.26235e+09 4.97507e+07 3.50512e+06 368570 389631 3.6141e+07 0.00758693 7.05334e+13 0 0 56784.3 2.29717e+06 0.147884 5.98255
82 1.17859 10.6283 486.086 7.06327 3.56498 1.23414 6.72624e+08 3.467e+09 5.42255e+07 3.86385e+06 353145 398359 3.79693e+07 0.00812453 6.98127e+13 0 0 61606.2 2.41914e+06 0.146325 5.74584
83 1.23414 10.534 465.211 6.9671 3.5669 1.2923 7.35446e+08 3.68177e+09 5.90884e+07 4.25838e+06 338275 407212 3.98795e+07 0.00870834 6.90677e+13 0 0 66810.1 2.54464e+06 0.144722 5.51214
84 1.2923 10.4371 444.765 6.86824 3.56887 1.35321 8.04034e+08 3.9069e+09 6.43715e+07 4.69218e+06 323945 416186 4.18746e+07 0.00933456 6.82982e+13 0 0 72422.9 2.67351e+06 0.143077 5.28173
85 1.35321 10.3376 424.765 6.7667 3.57091 1.41698 8.78901e+08 4.14265e+09 7.0109e+07 5.16901e+06 310135 425279 4.39572e+07 0.0100064 6.75038e+13 0 0 78473.3 2.80554e+06 0.141389 5.05487
86 1.41698 10.2355 405.223 6.66249 3.573 1.48376 9.60608e+08 4.38925e+09 7.6338e+07 5.693e+06 296829 434488 4.61303e+07 0.0107272 6.66842e+13 0 0 84991.5 2.9405e+06 0.139659 4.83186
87 1.48376 10.1308 386.154 6.55565 3.57514 1.55369 1.04976e+09 4.64693e+09 8.3098e+07 6.26865e+06 284012 443811 4.83968e+07 0.0115006 6.58392e+13 0 0 92009.6 3.07811e+06 0.137888 4.61294
88 1.55369 10.0235 367.567 6.44619 3.57733 1.62691 1.14701e+09 4.91586e+09 9.04318e+07 6.90084e+06 271668 453244 5.07596e+07 0.0123305 6.49687e+13 0 0 99561.3 3.21806e+06 0.136077 4.39833
89 1.62691 9.91372 349.474 6.33416 3.57956 1.70358 1.25308e+09 5.19622e+09 9.8385e+07 7.59494e+06 259781 462783 5.24996e+07 0.0132211 6.40726e+13 0 0 107682 3.36001e+06 0.134226 4.18826
90 1.70358 9.80146 331.882 6.21962 3.58184 1.78387 1.36874e+09 5.48816e+09 1.07007e+08 8.35677e+06 248336 472425 5.3737e+07 0.0141769 6.31507e+13 0 0 116410 3.50358e+06 0.132337 3.98295
91 1.78387 9.68675 314.801 6.10262 3.58413 1.86794 1.49481e+09 5.79179e+09 1.1635e+08 9.19266e+06 237320 482166 5.49829e+07 0.0152028 6.22032e+13 0 0 125783 3.64835e+06 0.130412 3.7826
92 1.86794 9.56967 298.235 5.98322 3.58645 1.95598 1.63221e+09 6.10719e+09 1.2647e+08 1.01095e+07 226719 492000 5.62357e+07 0.0163039 6.123e+13 0 0 135845 3.79387e+06 0.128451 3.58737
93 1.95598 9.45026 282.191 5.8615 3.58876 2.04816 1.78191e+09 6.43442e+09 1.37429e+08 1.11149e+07 216518 501922 5.63804e+07 0.0178313 6.02314e+13 0 0 146639 3.93965e+06 0.126457 3.39744
94 2.04816 9.32859 266.672 5.73754 3.59105 2.14469 1.94497e+09 6.77349e+09 1.4929e+08 1.22168e+07 206706 511928 5.64917e+07 0.0195067 5.92075e+13 0 0 158211 4.08517e+06 0.124431 3.21295
95 2.14469 9.20475 251.681 5.61143 3.59331 2.24576 2.12253e+09 7.12436e+09 1.62123e+08 1.34243e+07 197270 522011 5.65927e+07 0.0213361 5.81585e+13 0 0 170610 4.22985e+06 0.122377 3.03402
96 2.24576 9.07881 237.219 5.48329 3.59552 2.3516 2.31582e+09 7.48699e+09 1.76001e+08 1.47469e+07 188196 532166 5.66832e+07 0.0233331 5.7085e+13 0 0 183888 4.37311e+06 0.120295 2.86077
97 2.3516 8.95087 223.285 5.35321 3.59766 2.46243 2.52616e+09 7.86124e+09 1.91004e+08 1.6195e+07 179474 542386 5.67629e+07 0.0255125 5.59872e+13 0 0 198098 4.5143e+06 0.118188 2.69329
98 2.46243 8.821 209.879 5.22131 3.59968 2.57848 2.755e+09 8.24696e+09 2.07215e+08 1.77801e+07 171092 552663 5.68311e+07 0.0278908 5.48657e+13 0 0 213297 4.65276e+06 0.116059 2.53165
99 2.57848 8.68929 196.999 5.08771 3.60157 2.7 3.00386e+09 8.64395e+09 2.24725e+08 1.95143e+07 163039 562991 5.68219e+07 0.0305206 5.37209e+13 0 0 229546 4.7878e+06 0.11391 2.37591
100 2.7 8.55586 184.642 4.95255 3.6033 2.82725 3.27442e+09 9.05192e+09 2.4363e+08 2.1411e+07 155304 573362 5.58382e+07 0.0339678 5.25536e+13 0 0 246907 4.91875e+06 0.111745 2.22612
101 2.82725 8.42078 172.804 4.81595 3.60483 2.96049 3.56844e+09 9.47058e+09 2.64031e+08 2.34846e+07 147877 583768 5.48742e+07 0.0377874 5.13644e+13 0 0 265448 5.04485e+06 0.109565 2.08229
102 2.96049 8.28416 161.478 4.67804 3.60611 3.10001 3.88785e+09 9.89955e+09 2.86038e+08 2.57506e+07 140747 594200 5.39301e+07 0.0420168 5.01539e+13 0 0 285237 5.16538e+06 0.107374 1.94445
103 3.10001 8.1461 150.66 4.53898 3.60712 3.24611 4.23471e+09 1.03384e+10 3.09766e+08 2.82258e+07 133904 604649 5.30051e+07 0.0466974 4.89231e+13 0 0 306348 5.2796e+06 0.105174 1.81257
104 3.24611 8.00669 140.342 4.3989 3.60779 3.3991 4.61121e+09 1.07866e+10 3.35338e+08 3.09284e+07 127340 615105 5.20989e+07 0.0518742 4.76726e+13 0 0 328859 5.38676e+06 0.102968 1.68663
105 3.3991 7.86605 130.515 4.25795 3.6081 3.55929 5.01972e+09 1.12437e+10 3.62884e+08 3.38779e+07 121044 625560 5.1211e+07 0.0575965 4.64034e+13 0 0 352851 5.48605e+06 0.100759 1.56658
106 3.55929 7.72428 121.169 4.11629 3.60799 3.72704 5.46277e+09 1.17089e+10 3.92543e+08 3.70956e+07 115008 636002 4.87074e+07 0.0660615 4.51163e+13 0 0 378409 5.57678e+06 0.0985496 1.45237
107 3.72704 7.58149 112.294 3.97407 3.60742 3.90269 5.94307e+09 1.21817e+10 4.24463e+08 4.06042e+07 109223 646422 4.81955e+07 0.0727986 4.38125e+13 0 0 405622 5.65826e+06 0.096342 1.34393
108 3.90269 7.43781 103.879 3.83148 3.60633 4.08662 6.46349e+09 1.26613e+10 4.58799e+08 4.44281e+07 103680 656807 4.76861e+07 0.0801901 4.24931e+13 0 0 434588 5.72998e+06 0.0941394 1.24121
109 4.08662 7.29342 95.9085 3.68877 3.60465 4.27921 7.02712e+09 1.31467e+10 4.95717e+08 4.85938e+07 98372.1 667147 4.71789e+07 0.0882957 4.11603e+13 0 0 465417 5.79244e+06 0.0919467 1.14434
110 4.27921 7.14816 88.3901 3.54577 3.60239 4.48088 7.63724e+09 1.36373e+10 5.35391e+08 5.31296e+07 93290.2 677429 4.66741e+07 0.0971797 3.98117e+13 0 0 498178 5.84417e+06 0.0897591 1.05297
111 4.48088 7.00229 81.3105 3.40271 3.59958 4.69206 8.29734e+09 1.41321e+10 5.78004e+08 5.80659e+07 88426.8 687642 4.61716e+07 0.106911 3.84489e+13 0 0 532972 5.88428e+06 0.0875785 0.966912
112 4.69206 6.85611 74.6543 3.25986 3.59625 4.91319 9.01114e+09 1.46303e+10 6.23754e+08 6.34353e+07 83774.4 697773 4.56716e+07 0.117566 3.70739e+13 0 0 569906 5.91202e+06 0.0854077 0.885991
113 4.91319 6.70992 68.4065 3.11751 3.59241 5.14474 9.78258e+09 1.51308e+10 6.72847e+08 6.92728e+07 79325.8 707809 4.51738e+07 0.129224 3.56887e+13 0 0 609100 5.92667e+06 0.0832496 0.810036
114 5.14474 6.56402 62.5517 2.97593 3.58808 5.38721 1.06158e+10 1.56326e+10 7.25507e+08 7.5616e+07 75073.8 717737 4.29033e+07 0.147847 3.42958e+13 0 0 650678 5.92754e+06 0.0811072 0.73887
115 5.38721 6.4187 57.0748 2.83542 3.58328 5.6411 1.15153e+10 1.61347e+10 7.81968e+08 8.25048e+07 71011.5 727544 4.30094e+07 0.16017 3.28976e+13 0 0 694776 5.91396e+06 0.0789839 0.672313
116 5.6411 6.27426 51.9605 2.69625 3.57801 5.90696 1.24857e+10 1.66358e+10 8.42484e+08 8.99821e+07 67132.3 737215 4.30968e+07 0.173501 3.14967e+13 0 0 741542 5.88534e+06 0.0768828 0.61019
117 5.90696 6.13102 47.1939 2.55872 3.5723 6.18534 1.3532e+10 1.71349e+10 9.07324e+08 9.80937e+07 63429.6 746738 4.31651e+07 0.187921 3.00958e+13 0 0 791137 5.84116e+06 0.0748075 0.552323
118 6.18534 5.98926 42.76 2.42309 3.56616 6.47685 1.46594e+10 1.76308e+10 9.76775e+08 1.06888e+08 59897.2 756097 4.32141e+07 0.203515 2.86976e+13 0 0 843736 5.78095e+06 0.0727612 0.498532
119 6.47685 5.84927 38.6439 2.28965 3.55961 6.78209 1.58732e+10 1.81221e+10 1.05115e+09 1.16418e+08 56528.8 765279 4.3243e+07 0.220379 2.73053e+13 0 0 899533 5.70434e+06 0.0707474 0.448641
120 6.78209 5.71134 34.8309 2.15867 3.55267 7.10172 1.71794e+10 1.86077e+10 1.13077e+09 1.26739e+08 53318.5 774269 4.32515e+07 0.238612 2.59216e+13 0 0 958743 5.611e+06 0.0687695 0.40247
121 7.10172 5.57575 31.3064 2.0304 3.54536 7.43642 1.85839e+10 1.90863e+10 1.216e+09 1.37908e+08 50260.5 783053 4.32394e+07 0.258322 2.45498e+13 0 0 1.0216e+06 5.50069e+06 0.0668307 0.359841
122 7.43642 5.44278 28.0561 1.90509 3.53769 7.78689 2.00931e+10 1.95565e+10 1.30723e+09 1.4999e+08 47349.1 791616 4.32064e+07 0.279627 2.31931e+13 0 0 1.08838e+06 5.37325e+06 0.0649345 0.320575
123 7.78689 5.31269 25.0656 1.783 3.5297 8.15387 2.17135e+10 2.00172e+10 1.40487e+09 1.6305e+08 44578.9 799944 4.16774e+07 0.31336 2.18546e+13 0 0 1.15938e+06 5.22846e+06 0.0630839 0.28449
124 8.15387 5.18576 22.3209 1.66436 3.5214 8.53815 2.3452e+10 2.0467e+10 1.50937e+09 1.77159e+08 41944.5 808023 4.16879e+07 0.338439 2.05378e+13 0 0 1.23493e+06 5.06607e+06 0.0612824 0.2514
125 8.53815 5.0623 19.8078 1.54944 3.51286 8.94054 2.53159e+10 2.09047e+10 1.62123e+09 1.92391e+08 39440.8 815838 4.16737e+07 0.36551 1.92466e+13 0 0 1.31543e+06 4.88556e+06 0.0595337 0.221109
126 8.94054 4.94284 17.5121 1.43861 3.50423 9.36189 2.73125e+10 2.13289e+10 1.74098e+09 2.08825e+08 37062.7 823375 4.16346e+07 0.394728 1.79857e+13 0 0 1.40136e+06 4.68585e+06 0.0578418 0.193411
127 9.36189 4.82868 15.4194 1.33248 3.4962 9.80311 2.94496e+10 2.17385e+10 1.86925e+09 2.26545e+08 34805.2 830621 4.15702e+07 0.426263 1.67623e+13 0 0 1.49322e+06 4.46501e+06 0.0562106 0.16808
128 9.80311 4.72299 13.5149 1.23175 3.49124 10.2651 3.17352e+10 2.21322e+10 2.00682e+09 2.45639e+08 32663.7 837562 4.14802e+07 0.460299 1.55817e+13 0 0 1.59126e+06 4.22153e+06 0.0546304 0.144932
129 10.2651 4.629 11.7866 1.1348 3.49419 10.7489 3.41775e+10 2.25086e+10 2.15466e+09 2.66198e+08 30633.5 844184 4.13647e+07 0.497029 1.44182e+13 0 0 1.69396e+06 3.95687e+06 0.0530392 0.123892
130 10.7489 4.53579 10.2276 1.03159 3.5042 11.2555 3.6785e+10 2.28668e+10 2.3135e+09 2.88321e+08 28710 850476 4.12235e+07 0.536665 1.31557e+13 0 0 1.79633e+06 3.67593e+06 0.0512955 0.104969
131 11.2555 4.38727 8.84191 0.900844 3.48642 11.7859 3.95664e+10 2.32063e+10 2.48196e+09 3.12111e+08 26888.9 856424 4.10564e+07 0.579439 1.15877e+13 0 0 1.89388e+06 3.38577e+06 0.0493226 0.0881761
132 11.7859 4.06493 7.6495 0.733513 3.33141 12.3414 4.25308e+10 2.35284e+10 2.65311e+09 3.37675e+08 25166 862017 4.08639e+07 0.62559 9.71745e+12 0 0 2.00541e+06 3.09315e+06 0.0476317 0.0734675
133 12.3414 3.50316 6.66855 0.599037 2.90413 12.923 4.56871e+10 2.38362e+10 2.81483e+09 3.65126e+08 23537 867244 4.06457e+07 0.675387 8.52657e+12 0 0 2.22696e+06 2.78776e+06 0.0482398 0.0603878
134 12.923 3.26253 5.80544 0.837102 2.42543 13.5321 4.90449e+10 2.41301e+10 2.97997e+09 3.94584e+08 21998.1 872094 4.04022e+07 0.729114 1.26827e+13 0 0 2.96691e+06 2.35042e+06 0.0586135 0.0464344
135 13.5321 9.19643 3.75786 5.13523 4.06119 14.1698 5.26134e+10 2.43387e+10 3.49039e+09 4.26173e+08 20545.2 876557 4.01338e+07 0.787075 5.2468e+13 0 0 5.70975e+06 961142 0.102875 0.0173173
136 14.1698 23.5466 0.187927 0 23.5466 14.8376 5.64024e+10 2.43501e+10 4.92335e+09 4.60021e+08 19174.6 880625 3.98406e+07 0.849603 0 0 0 1.44564e+06 0 0.0237549 0
137 14.8376 20.0127 0 0 20.0127 15.5369 6.04216e+10 2.43501e+10 6.25876e+09 4.96266e+08 17882.6 884288 3.95229e+07 0.917061 0 0 0 1.35136e+06 0 0.0202519 0
138 15.5369 16.9235 0 0 16.9235 16.2691 6.46807e+10 2.43501e+10 7.49698e+09 5.35049e+08 16665.7 887541 3.91815e+07 0.989821 0 0 0 1.25664e+06 0 0.0171753 0
139 16.2691 14.2358 0 0 14.2358 17.0358 6.91896e+10 2.43501e+10 8.63903e+09 5.76517e+08 15520.3 890375 3.88167e+07 1.06831 0 0 0 1.1622e+06 0 0.0144869 0
140 17.0358 11.9089 0 0 11.9089 17.8387 7.39581e+10 2.43501e+10 9.68659e+09 6.20824e+08 14443.1 892786 3.77405e+07 1.174 0 0 0 1.06876e+06 0 0.0121499 0
141 17.8387 9.9049 0 0 9.9049 18.6794 7.89961e+10 2.43501e+10 1.06419e+10 6.68131e+08 13430.9 894768 3.73385e+07 1.26697 0 0 0 977004 0 0.0101295 0
142 18.6794 8.18845 0 0 8.18845 19.5598 8.43134e+10 2.43501e+10 1.15079e+10 7.18603e+08 12480.6 896320 3.69155e+07 1.36723 0 0 0 887602 0 0.00839289 0
143 19.5598 6.72671 0 0 6.72671 20.4816 8.99195e+10 2.43501e+10 1.22879e+10 7.72413e+08 11589 897437 3.64726e+07 1.47535 0 0 0 801171 0 0.00690906 0
144 20.4816 5.48939 0 0 5.48939 21.4469 9.58242e+10 2.43501e+10 1.29859e+10 8.29739e+08 10753.3 898119 3.60105e+07 1.59194 0 0 0 718277 0 0.00564918 0
145 21.4469 4.44869 0 0 4.44869 22.4576 1.02037e+11 2.43501e+10 1.36061e+10 8.90768e+08 9970.57 898366 3.55301e+07 1.71767 0 0 0 639418 0 0.00458647 0
146 22.4576 3.57917 0 0 3.57917 23.516 1.08566e+11 2.43501e+10 1.41532e+10 9.55691e+08 9238.12 898177 3.50322e+07 1.85324 0 0 0 565023 0 0.00369623 0
147 23.516 2.85778 0 0 2.85778 24.6243 1.15422e+11 2.43501e+10 1.46322e+10 1.02471e+09 8553.28 897557 3.45182e+07 1.9994 0 0 0 495437 0 0.00295585 0
148 24.6243 2.26367 0 0 2.26367 25.7848 1.22612e+11 2.43501e+10 1.50483e+10 1.09802e+09 7913.53 896506 3.39888e+07 2.15699 0 0 0 430922 0 0.00234472 0
149 25.7848 1.77817 0 0 1.77817 27 1.30145e+11 2.43501e+10 1.54066e+10 1.17584e+09 7316.39 895030 3.34453e+07 2.3269 0 0 0 371650 0 0.00184429 0
150 27 1.38463 0 0 1.38463 28.2725 1.3803e+11 2.43501e+10 1.57125e+10 1.2584e+09 6759.52 893135 3.28885e+07 2.51008 0 0 0 317708 0 0.00143788 0
151 28.2725 1.06836 0 0 1.06836 29.6049 1.46273e+11 2.43501e+10 1.59714e+10 1.3459e+09 6240.65 890826 3.291e+07 2.65899 0 0 0 269091 0 0.00111069 0
152 29.6049 0.816465 0 0 0.816465 31.0001 1.54882e+11 2.43501e+10 1.61883e+10 1.4386e+09 5757.6 888112 3.23201e+07 2.86804 0 0 0 225717 0 0.000849683 0
153 31.0001 0.617719 0 0 0.617719 32.4611 1.63863e+11 2.43501e+10 1.63682e+10 1.53672e+09 5308.3 885000 3.17205e+07 3.09336 0 0 0 187423 0 0.000643454 0
154 32.4611 0.462457 0 0 0.462457 33.991 1.73223e+11 2.43501e+10 1.65159e+10 1.64052e+09 4890.74 881502 3.11122e+07 3.33626 0 0 0 153984 0 0.000482134 0
155 33.991 0.342422 0 0 0.342422 35.5929 1.82968e+11 2.43501e+10 1.66358e+10 1.75025e+09 4503.03 877627 3.04966e+07 3.59807 0 0 0 125112 0 0.000357267 0
156 35.5929 0.250631 0 0 0.250631 37.2704 1.93103e+11 2.43501e+10 1.6732e+10 1.86617e+09 4143.34 873387 2.98749e+07 3.88024 0 0 0 100479 0 0.000261678 0
157 37.2704 0.181238 0 0 0.181238 39.0269 2.03632e+11 2.43501e+10 1.68083e+10 1.98856e+09 3809.92 868795 2.92484e+07 4.18437 0 0 0 79718.4 0 0.000189344 0
158 39.0269 0.129406 0 0 0.129406 40.8662 2.14561e+11 2.43501e+10 1.68681e+10 2.11769e+09 3501.14 863865 2.86182e+07 4.51213 0 0 0 62446.2 0 0.000135269 0
159 40.8662 0.0911784 0 0 0.0911784 42.7921 2.25891e+11 2.43501e+10 1.69142e+10 2.25385e+09 3215.39 858610 2.79854e+07 4.86539 0 0 0 48267.6 0 9.53562e-05 0
160 42.7921 0.0633552 0 0 0.0633552 44.8088 2.37627e+11 2.43501e+10 1.69494e+10 2.39733e+09 2951.2 853046 2.73513e+07 5.24609 0 0 0 36790.3 0 6.62867e-05 0
161 44.8088 0.043385 0 0 0.043385 46.9206 2.49771e+11 2.43501e+10 1.69758e+10 2.54846e+09 2707.14 847189 2.67171e+07 5.65636 0 0 0 27634.6 0 4.54095e-05 0
162 46.9206 0.0292591 0 0 0.0292591 49.1319 2.62325e+11 2.43501e+10 1.69953e+10 2.70753e+09 2481.86 841055 2.60838e+07 6.09847 0 0 0 20441.6 0 3.06343e-05 0
163 49.1319 0.0194191 0 0 0.0194191 51.4474 2.75289e+11 2.43501e+10 1.70095e+10 2.87488e+09 2274.08 834661 2.54526e+07 6.5749 0 0 0 14880 0 2.03375e-05 0
164 51.4474 0.0126741 0 0 0.0126741 53.8721 2.88665e+11 2.43501e+10 1.70197e+10 3.05084e+09 2082.6 828025 2.48243e+07 7.08832 0 0 0 10651 0 1.32765e-05 0
165 53.8721 0.00812782 0 0 0.00812782 56.411 3.02452e+11 2.43501e+10 1.70268e+10 3.23577e+09 1906.27 821164 2.42002e+07 7.64155 0 0 0 7490.84 0 8.51577e-06 0
166 56.411 0.00511727 0 0 0.00511727 59.0696 3.1665e+11 2.43501e+10 1.70318e+10 3.43002e+09 1744.03 814098 2.35812e+07 8.23769 0 0 0 5172.02 0 5.36233e-06 0
167 59.0696 0.00316031 0 0 0.00316031 61.8534 3.31258e+11 2.43501e+10 1.70351e+10 3.63398e+09 1594.87 806844 2.29679e+07 8.88011 0 0 0 3502.7 0 3.31204e-06 0
168 61.8534 0.00191272 0 0 0.00191272 64.7685 3.46275e+11 2.43501e+10 1.70373e+10 3.84803e+09 1457.82 799422 2.23617e+07 9.57229 0 0 0 2324.66 0 2.00472e-06 0
169 64.7685 0.0011334 0 0 0.0011334 67.8209 3.61697e+11 2.43501e+10 1.70388e+10 4.07258e+09 1332 791851 2.2579e+07 9.94529 0 0 0 1510.48 0 1.18798e-06 0
170 67.8209 0.000656884 0 0 0.000656884 71.0172 3.77523e+11 2.43501e+10 1.70397e+10 4.30806e+09 1216.58 784151 2.20095e+07 10.699 0 0 0 959.92 0 6.88539e-07 0
171 71.0172 0.000371974 0 0 0.000371974 74.3642 3.93748e+11 2.43501e+10 1.70403e+10 4.55491e+09 1110.75 776340 2.14484e+07 11.509 0 0 0 596.022 0 3.89902e-07 0
172 74.3642 0.000205577 0 0 0.000205577 77.8689 4.10371e+11 2.43501e+10 1.70406e+10 4.8136e+09 1013.8 768438 2.08959e+07 12.3796 0 0 0 361.176 0 2.15483e-07 0
173 77.8689 0.000110758 0 0 0.000110758 81.5387 4.27385e+11 2.43501e+10 1.70408e+10 5.0846e+09 925.037 760465 2.03529e+07 13.3152 0 0 0 213.356 0 1.16091e-07 0
174 81.5387 5.81011e-05 0 0 5.81011e-05 85.3815 4.44788e+11 2.43501e+10 1.70409e+10 5.36843e+09 843.816 752440 1.98198e+07 14.3207 0 0 0 122.715 0 6.08962e-08 0
175 85.3815 2.96386e-05 0 0 2.96386e-05 89.4054 4.62573e+11 2.43501e+10 1.7041e+10 5.66564e+09 769.545 744382 1.92969e+07 15.4015 0 0 0 68.6348 0 3.10626e-08 0
176 89.4054 1.4683e-05 0 0 1.4683e-05 93.6189 4.80736e+11 2.43501e+10 1.7041e+10 5.97677e+09 701.668 736310 1.87847e+07 16.5631 0 0 0 37.2798 0 1.53874e-08 0
177 93.6189 7.05436e-06 0 0 7.05436e-06 98.0311 4.99271e+11 2.43501e+10 1.70411e+10 6.30243e+09 639.669 728244 1.82837e+07 17.8117 0 0 0 19.6373 0 7.39222e-09 0
178 98.0311 3.2821e-06 0 0 3.2821e-06 102.651 5.18171e+11 2.43501e+10 1.70411e+10 6.64326e+09 583.07 720201 1.77941e+07 19.154 0 0 0 10.017 0 3.439e-09 0
179 102.651 1.47651e-06 0 0 1.47651e-06 107.489 5.37432e+11 2.43501e+10 1.70411e+10 6.99993e+09 531.426 712200 1.73163e+07 20.597 0 0 0 4.94067 0 1.54696e-09 0
180 107.489 6.41237e-07 0 0 6.41237e-07 112.555 5.57045e+11 2.43501e+10 1.70411e+10 7.37314e+09 484.328 704259 1.78834e+07 20.8691 0 0 0 2.3525 0 6.71773e-10 0
181 112.555 2.68396e-07 0 0 2.68396e-07 117.859 5.77005e+11 2.43501e+10 1.70411e+10 7.76365e+09 441.393 696397 1.75985e+07 22.1904 0 0 0 1.07956 0 2.81151e-10 0
