#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin
95 2.14469 37.0707 0 0 37.0707 2.24576 7.3967e+08 3.74475e+06 1.89259e+09 418620 5381.07 92779.9 222826 0.147815 0 0 0 370.155 0 0.000265508 0 7.1622e-06 nan 10.5
96 2.24576 33.1333 0 0 33.1333 2.3516 7.97642e+08 3.74475e+06 1.94324e+09 454131 5052.98 93592.3 219418 0.161842 0 0 0 349.789 0 0.000228823 0 6.90613e-06 nan 10.5
97 2.3516 29.5255 0 0 29.5255 2.46243 8.59652e+08 3.74475e+06 1.99273e+09 492391 4741.73 94369.8 216081 0.177067 0 0 0 328.939 0 0.00019625 0 6.6468e-06 nan 10.5
98 2.46243 26.2291 0 0 26.2291 2.57848 9.25926e+08 3.74475e+06 2.04094e+09 533587 4446.65 95110.8 212811 0.193577 0 0 0 307.812 0 0.000167486 0 6.38549e-06 nan 10.5
99 2.57848 23.2264 0 0 23.2264 2.7 9.96695e+08 3.74475e+06 2.08774e+09 577911 4167.07 95814 209609 0.211464 0 0 0 286.609 0 0.000142228 0 6.12354e-06 nan 10.5
100 2.7 20.4995 0 0 20.4995 2.82725 1.0722e+09 3.74475e+06 2.13304e+09 625570 3902.38 96477.9 206472 0.230825 0 0 0 265.53 0 0.000120173 0 5.86224e-06 nan 10.5
101 2.82725 18.031 0 0 18.031 2.96049 1.15268e+09 3.74475e+06 2.17672e+09 676779 3651.94 97101.1 203400 0.251761 0 0 0 244.76 0 0.000101026 0 5.60292e-06 nan 10.5
102 2.96049 15.8036 0 0 15.8036 3.10001 1.2384e+09 3.74475e+06 2.2187e+09 731761 3415.17 97682.4 200390 0.27438 0 0 0 224.472 0 8.44998e-05 0 5.34686e-06 nan 10.5
103 3.10001 13.8007 0 0 13.8007 3.24611 1.3296e+09 3.74475e+06 2.2589e+09 790755 3191.46 98220.4 197442 0.29879 0 0 0 204.822 0 7.03186e-05 0 5.09529e-06 nan 10.5
104 3.24611 12.0059 0 0 12.0059 3.3991 1.42654e+09 3.74475e+06 2.29724e+09 854007 2980.27 98714 194554 0.32511 0 0 0 185.946 0 5.82212e-05 0 4.84937e-06 nan 10.5
105 3.3991 10.4035 0 0 10.4035 3.55929 1.52949e+09 3.74475e+06 2.33368e+09 921774 2781.04 99162.2 191726 0.353462 0 0 0 167.959 0 4.7962e-05 0 4.61019e-06 nan 10.5
106 3.55929 8.9781 0 0 8.9781 3.72704 1.63872e+09 3.74475e+06 2.36815e+09 994328 2593.23 99564 188955 0.383971 0 0 0 150.953 0 3.93129e-05 0 4.37876e-06 nan 10.5
107 3.72704 7.7152 0 0 7.7152 3.90269 1.7545e+09 3.74475e+06 2.40063e+09 1.07195e+06 2416.33 99918.5 186242 0.416768 0 0 0 134.997 0 3.20639e-05 0 4.15594e-06 nan 10.5
108 3.90269 6.60078 0 0 6.60078 4.08662 1.87709e+09 3.74475e+06 2.43111e+09 1.15493e+06 2249.84 100225 185784 0.446641 0 0 0 120.136 0 2.60235e-05 0 3.94249e-06 nan 10.5
109 4.08662 5.62152 0 0 5.62152 4.27921 2.00676e+09 3.74475e+06 2.45956e+09 1.24357e+06 2093.26 100483 183234 0.483763 0 0 0 106.395 0 2.10191e-05 0 3.73905e-06 nan 10.5
110 4.27921 4.76479 0 0 4.76479 4.48088 2.14379e+09 3.74475e+06 2.48601e+09 1.33819e+06 1946.14 100691 180720 0.523578 0 0 0 93.7783 0 1.68965e-05 0 3.54611e-06 nan 10.5
111 4.48088 4.01867 0 0 4.01867 4.69206 2.28845e+09 3.74475e+06 2.51046e+09 1.43912e+06 1808 100849 178241 0.566246 0 0 0 82.2711 0 1.35189e-05 0 3.36402e-06 nan 10.5
112 4.69206 3.37196 0 0 3.37196 4.91319 2.441e+09 3.74475e+06 2.53296e+09 1.54669e+06 1678.41 100958 175795 0.611937 0 0 0 71.8435 0 1.07667e-05 0 3.193e-06 nan 10.5
113 4.91319 2.81418 0 0 2.81418 5.14474 2.60171e+09 3.74475e+06 2.55355e+09 1.66127e+06 1556.95 101016 173383 0.66082 0 0 0 62.4523 0 8.53575e-06 0 3.03312e-06 nan 10.5
114 5.14474 2.33558 0 0 2.33558 5.38721 2.77083e+09 3.74475e+06 2.57229e+09 1.78321e+06 1443.19 101024 171004 0.713072 0 0 0 54.044 0 6.7366e-06 0 2.88434e-06 nan 10.5
115 5.38721 1.92713 0 0 1.92713 5.6411 2.94862e+09 3.74475e+06 2.58924e+09 1.91288e+06 1336.75 100981 168658 0.76888 0 0 0 46.5577 0 5.29279e-06 0 2.74646e-06 nan 10.5
116 5.6411 1.58049 0 0 1.58049 5.90696 3.13533e+09 3.74475e+06 2.60449e+09 2.05069e+06 1237.23 100889 166344 0.828436 0 0 0 39.9274 0 4.13966e-06 0 2.61922e-06 nan 10.5
117 5.90696 1.28804 0 0 1.28804 6.18534 3.3312e+09 3.74475e+06 2.61811e+09 2.19702e+06 1144.27 100746 164062 0.89194 0 0 0 34.0848 0 3.22295e-06 0 2.50222e-06 nan 10.5
118 6.18534 1.0428 0 0 1.0428 6.47685 3.53645e+09 3.74475e+06 2.6302e+09 2.3523e+06 1057.51 100554 161811 0.959605 0 0 0 28.961 0 2.49751e-06 0 2.395e-06 nan 10.5
119 6.47685 0.838469 0 0 0.838469 6.78209 3.75132e+09 3.74475e+06 2.64086e+09 2.51694e+06 976.613 100313 159591 1.03165 0 0 0 24.4884 0 1.92599e-06 0 2.29703e-06 nan 10.5
120 6.78209 0.669355 0 0 0.669355 7.10172 3.97601e+09 3.74475e+06 2.65019e+09 2.69138e+06 901.244 100024 157401 1.10828 0 0 0 20.602 0 1.47775e-06 0 2.20773e-06 nan 10.5
121 7.10172 0.530365 0 0 0.530365 7.43642 4.21072e+09 3.74475e+06 2.6583e+09 2.87608e+06 831.088 99687.2 153554 1.20282 0 0 0 17.2402 0 1.12781e-06 0 2.12648e-06 nan 10.5
122 7.43642 0.416963 0 0 0.416963 7.78689 4.45564e+09 3.74475e+06 2.66529e+09 3.07149e+06 765.842 99304.2 151554 1.2894 0 0 0 14.3456 0 8.55878e-07 0 2.05265e-06 nan 10.5
123 7.78689 0.325144 0 0 0.325144 8.15387 4.71095e+09 3.74475e+06 2.67126e+09 3.2781e+06 705.217 98875.8 149593 1.38111 0 0 0 11.8652 0 6.45608e-07 0 1.98561e-06 nan 10.5
124 8.15387 0.251392 0 0 0.251392 8.53815 4.97681e+09 3.74475e+06 2.67633e+09 3.49638e+06 648.935 98403.2 147670 1.47817 0 0 0 9.75055 0 4.83863e-07 0 1.92474e-06 nan 10.5
125 8.53815 0.192646 0 0 0.192646 8.94054 5.25337e+09 3.74475e+06 2.68059e+09 3.72684e+06 596.731 97887.5 145783 1.58083 0 0 0 7.95748 0 3.60138e-07 0 1.86943e-06 nan 10.5
126 8.94054 0.14626 0 0 0.14626 9.36189 5.54075e+09 3.74475e+06 2.68413e+09 3.96999e+06 548.352 97330.3 143934 1.68932 0 0 0 6.44609 0 2.66066e-07 0 1.81913e-06 nan 10.5
127 9.36189 0.109969 0 0 0.109969 9.80311 5.83909e+09 3.74475e+06 2.68705e+09 4.22636e+06 503.558 96732.9 142119 1.8039 0 0 0 5.18034 0 1.95008e-07 0 1.7733e-06 nan 10.5
128 9.80311 0.0818467 0 0 0.0818467 10.2651 6.14847e+09 3.74475e+06 2.68944e+09 4.49648e+06 462.117 96097 140338 1.92483 0 0 0 4.12779 0 1.41713e-07 0 1.73145e-06 nan 10.5
129 10.2651 0.0602722 0 0 0.0602722 10.7489 6.46898e+09 3.74475e+06 2.69136e+09 4.78092e+06 423.814 95424.1 138590 2.05238 0 0 0 3.25926 0 1.0205e-07 0 1.69315e-06 nan 10.5
130 10.7489 0.0438943 0 0 0.0438943 11.2555 6.8007e+09 3.74475e+06 2.6929e+09 5.08025e+06 388.44 94716.1 136875 2.18683 0 0 0 2.5486 0 7.27773e-08 0 1.65801e-06 nan 10.5
131 11.2555 0.0315975 0 0 0.0315975 11.7859 7.14368e+09 3.74475e+06 2.69411e+09 5.39504e+06 355.799 93974.7 135191 2.32847 0 0 0 1.97241 0 5.13677e-08 0 1.62569e-06 nan 10.5
132 11.7859 0.0224709 0 0 0.0224709 12.3414 7.49796e+09 3.74475e+06 2.69506e+09 5.72589e+06 325.705 93201.9 133538 2.47763 0 0 0 1.50982 0 3.58607e-08 0 1.59587e-06 nan 10.5
133 12.3414 0.0157786 0 0 0.0157786 12.923 7.86355e+09 3.74475e+06 2.69579e+09 6.07343e+06 297.983 92399.4 131914 2.63461 0 0 0 1.14237 0 2.47457e-08 0 1.56831e-06 nan 10.5
134 12.923 0.010933 0 0 0.010933 13.5321 8.24046e+09 3.74475e+06 2.69634e+09 6.4383e+06 272.466 91569.4 130319 2.79976 0 0 0 0.853789 0 1.68672e-08 0 1.54278e-06 nan 10.5
135 13.5321 0.00747086 0 0 0.00747086 14.1698 8.62867e+09 3.74475e+06 2.69675e+09 6.82113e+06 248.999 90713.8 128752 2.97344 0 0 0 0.62988 0 1.13488e-08 0 1.51908e-06 nan 10.5
136 14.1698 0.00503127 0 0 0.00503127 14.8376 9.02817e+09 3.74475e+06 2.69706e+09 7.22262e+06 227.433 89834.8 127212 3.15604 0 0 0 0.458377 0 7.5321e-09 0 1.49706e-06 nan 10.5
137 14.8376 0.00333709 0 0 0.00333709 15.5369 9.43891e+09 3.74475e+06 2.69728e+09 7.64345e+06 207.631 88934.4 125532 3.35239 0 0 0 0.328798 0 4.92745e-09 0 1.47657e-06 nan 10.5
138 15.5369 0.00217837 0 0 0.00217837 16.2691 9.86083e+09 3.74475e+06 2.69744e+09 8.08434e+06 189.461 88014.7 123251 3.57721 0 0 0 0.2323 0 3.17499e-09 0 1.4575e-06 nan 10.5
139 16.2691 0.00139845 0 0 0.00139845 17.0358 1.02939e+10 3.74475e+06 2.69755e+09 8.54605e+06 172.802 87077.9 120997 3.81585 0 0 0 0.161526 0 2.01343e-09 0 1.43975e-06 nan 10.5
140 17.0358 0.00088222 0 0 0.00088222 17.8387 1.07379e+10 3.74475e+06 2.69763e+09 9.02934e+06 157.54 86126.1 118769 4.06915 0 0 0 0.110448 0 1.2556e-09 0 1.42323e-06 nan 10.5
141 17.8387 0.000546464 0 0 0.000546464 18.6794 1.11929e+10 3.74475e+06 2.69768e+09 9.53501e+06 143.566 85161.4 116567 4.33802 0 0 0 0.0742037 0 7.69341e-10 0 1.40785e-06 nan 10.5
142 18.6794 0.000332071 0 0 0.000332071 19.5598 1.16587e+10 3.74475e+06 2.69772e+09 1.00639e+07 130.782 84186.1 114394 4.6234 0 0 0 0.04894 0 4.62762e-10 0 1.39356e-06 nan 10.5
143 19.5598 0.000197785 0 0 0.000197785 20.4816 1.21352e+10 3.74475e+06 2.69774e+09 1.06169e+07 119.094 83202.2 112250 4.92629 0 0 0 0.0316572 0 2.73002e-10 0 1.3803e-06 nan 10.5
144 20.4816 0.000115356 0 0 0.000115356 21.4469 1.26223e+10 3.74475e+06 2.69776e+09 1.11948e+07 108.415 82211.9 110136 5.24781 0 0 0 0.0200647 0 1.57807e-10 0 1.368e-06 nan 10.5
145 21.4469 6.58175e-05 0 0 6.58175e-05 22.4576 1.31197e+10 3.74475e+06 2.69777e+09 1.17988e+07 98.6643 81217.2 108051 5.58914 0 0 0 0.0124482 0 8.92893e-11 0 1.35662e-06 nan 10.5
146 22.4576 3.66985e-05 0 0 3.66985e-05 23.516 1.36275e+10 3.74475e+06 2.69777e+09 1.24296e+07 89.7665 80220.3 105999 5.95153 0 0 0 0.00755153 0 4.94002e-11 0 1.34611e-06 nan 10.5
147 23.516 1.99751e-05 0 0 1.99751e-05 24.6243 1.41453e+10 3.74475e+06 2.69778e+09 1.30885e+07 81.6519 79223.2 103644 6.35677 0 0 0 0.00447446 0 2.66953e-11 0 1.33643e-06 nan 10.5
148 24.6243 1.06015e-05 0 0 1.06015e-05 25.7848 1.4673e+10 3.74475e+06 2.69778e+09 1.37764e+07 74.2557 78227.8 100110 6.87174 0 0 0 0.00258655 0 1.40739e-11 0 1.32754e-06 nan 10.5
149 25.7848 5.47985e-06 0 0 5.47985e-06 27 1.52106e+10 3.74475e+06 2.69778e+09 1.44946e+07 67.518 77236.3 96678.6 7.42856 0 0 0 0.00145697 0 7.2301e-12 0 1.3194e-06 nan 10.5
150 27 2.75518e-06 0 0 2.75518e-06 28.2725 1.57576e+10 3.74475e+06 2.69778e+09 1.52442e+07 61.3834 76250.4 93350.3 8.03065 0 0 0 0.000798693 0 3.61471e-12 0 1.31197e-06 nan 10.5
151 28.2725 1.34568e-06 0 0 1.34568e-06 29.6049 1.63141e+10 3.74475e+06 2.69778e+09 1.60267e+07 55.8006 75272.1 90127.4 8.68156 0 0 0 0.000425532 0 1.75641e-12 0 1.30522e-06 nan 10.5
152 29.6049 6.37601e-07 0 0 6.37601e-07 31.0001 1.68797e+10 3.74475e+06 2.69778e+09 1.68433e+07 50.7224 74303.3 87009.2 9.38534 0 0 0 0.000220041 0 8.28318e-13 0 1.29912e-06 nan 10.5
153 31.0001 2.92649e-07 0 0 2.92649e-07 32.4611 1.74543e+10 3.74475e+06 2.69778e+09 1.76955e+07 46.1052 73345.7 83996.9 10.1462 0 0 0 0.000110272 0 3.78579e-13 0 1.29363e-06 nan 10.5
154 32.4611 1.29922e-07 0 0 1.29922e-07 33.991 1.80377e+10 3.74475e+06 2.69778e+09 1.8585e+07 41.9088 72401.1 81089.9 10.9687 0 0 0 5.34749e-05 0 1.67434e-13 0 1.28872e-06 nan 10.5
155 33.991 5.57024e-08 0 0 5.57024e-08 35.5929 1.86297e+10 3.74475e+06 2.69778e+09 1.95133e+07 38.0964 71471.2 78288.5 11.8577 0 0 0 2.50536e-05 0 7.15424e-14 0 1.28437e-06 nan 10.5
156 35.5929 2.3025e-08 0 0 2.3025e-08 37.2704 1.92301e+10 3.74475e+06 2.69778e+09 2.04823e+07 34.6341 70557.7 74272.6 13.0464 0 0 0 1.13214e-05 0 2.94844e-14 0 1.28054e-06 nan 10.5
157 37.2704 9.16026e-09 0 0 9.16026e-09 39.0269 1.98385e+10 3.74475e+06 2.69778e+09 2.14939e+07 31.4907 69662.1 70077.8 14.435 0 0 0 4.9258e-06 0 1.16996e-14 0 1.27721e-06 nan 10.5
158 39.0269 3.50118e-09 0 0 3.50118e-09 40.8662 2.0455e+10 3.74475e+06 2.69778e+09 2.25501e+07 28.6376 68785.9 66147.5 15.9676 0 0 0 2.05972e-06 0 4.46171e-15 0 1.27434e-06 nan 10.5
159 40.8662 1.2832e-09 0 0 1.2832e-09 42.7921 2.10792e+10 3.74475e+06 2.69778e+09 2.36532e+07 26.0488 67930.8 62469 17.6579 0 0 0 8.26152e-07 0 1.63212e-15 0 1.27192e-06 nan 10.5
160 42.7921 4.50071e-10 0 0 4.50071e-10 44.8088 2.17108e+10 3.74475e+06 2.69778e+09 2.48055e+07 23.7002 67098 59031.2 19.5203 0 0 0 3.17221e-07 0 5.71551e-16 0 1.26991e-06 nan 10.5
161 44.8088 1.50756e-10 0 0 1.50756e-10 46.9206 2.23498e+10 3.74475e+06 2.69778e+09 2.60096e+07 21.57 66289.1 55822.3 21.5704 0 0 0 1.16359e-07 0 1.91203e-16 0 1.2683e-06 nan 10.5
162 46.9206 4.81199e-11 0 0 4.81199e-11 49.1319 2.29959e+10 3.74475e+06 2.69778e+09 2.72683e+07 19.6382 65505.3 52830.6 23.825 0 0 0 4.06839e-08 0 6.09699e-17 0 1.26704e-06 nan 10.5
163 49.1319 1.46029e-11 0 0 1.46029e-11 51.4474 2.36489e+10 3.74475e+06 2.69778e+09 2.85845e+07 17.8865 64747.9 50045.7 26.3012 0 0 0 1.35278e-08 0 1.84892e-17 0 1.26613e-06 nan 10.5
164 51.4474 4.20323e-12 0 0 4.20323e-12 53.8721 2.43086e+10 3.74475e+06 2.69778e+09 2.99616e+07 16.2983 64018.2 47455.8 29.0181 0 0 0 4.26742e-09 0 5.31935e-18 0 1.26554e-06 nan 10.5
165 53.8721 1.14463e-12 0 0 1.14463e-12 56.411 2.49748e+10 3.74475e+06 2.69778e+09 3.1403e+07 14.8584 63317.4 45051.1 31.995 0 0 0 1.27393e-09 0 1.44823e-18 0 1.26524e-06 nan 10.5
166 56.411 2.94134e-13 0 0 2.94134e-13 59.0696 2.56472e+10 3.74475e+06 2.69778e+09 3.29126e+07 13.5529 62646.6 42710 35.3443 0 0 0 3.58937e-10 0 3.72144e-19 0 1.26522e-06 nan 10.5
167 59.0696 7.11269e-14 0 0 7.11269e-14 61.8534 2.63257e+10 3.74475e+06 2.69778e+09 3.44944e+07 12.3694 62006.9 39835.1 39.7097 0 0 0 9.51884e-11 0 9.00073e-20 0 1.26545e-06 nan 10.5
168 61.8534 1.61391e-14 0 0 1.61391e-14 64.7685 2.70101e+10 3.74475e+06 2.69778e+09 3.6153e+07 11.2962 61399.4 37238.2 44.541 0 0 0 2.36912e-11 0 2.04306e-20 0 1.26591e-06 nan 10.5
169 64.7685 3.4259e-15 0 0 3.4259e-15 67.8209 2.77002e+10 3.74475e+06 2.69778e+09 3.78933e+07 10.3231 60825.1 34895.8 49.8717 0 0 0 5.51713e-12 0 4.33917e-21 0 1.26658e-06 nan 10.5
170 67.8209 6.78188e-16 0 0 6.78188e-16 71.0172 2.83958e+10 3.74475e+06 2.69778e+09 3.97207e+07 9.44063 60284.9 32785.8 55.7353 0 0 0 1.19835e-12 0 8.59562e-22 0 1.26744e-06 nan 10.5
171 71.0172 1.24787e-16 0 0 1.24787e-16 74.3642 2.90967e+10 3.74475e+06 2.69778e+09 4.16408e+07 8.64015 59780 30888.8 62.1636 0 0 0 2.41969e-13 0 1.5829e-22 0 1.26848e-06 nan 10.5
172 74.3642 2.12683e-17 0 0 2.12683e-17 77.8689 2.98028e+10 3.74475e+06 2.69778e+09 4.36601e+07 7.91391 59311.1 29186.7 69.1866 0 0 0 4.52616e-14 0 2.70037e-23 0 1.26967e-06 nan 10.5
173 77.8689 3.34554e-18 0 0 3.34554e-18 81.5387 3.05138e+10 3.74475e+06 2.69778e+09 4.57856e+07 7.25487 58879.1 27663.5 76.8314 0 0 0 7.81482e-15 0 4.25219e-24 0 1.271e-06 nan 10.5
174 81.5387 4.83863e-19 0 0 4.83863e-19 85.3815 3.12295e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 1.24071e-15 0 6.15695e-25 0 1.27246e-06 nan 10.5
175 85.3815 6.4088e-20 0 0 6.4088e-20 89.4054 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 1.80409e-16 0 8.16492e-26 0 1.27402e-06 nan 10.5
176 89.4054 7.74145e-21 0 0 7.74145e-21 93.6189 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 2.39258e-17 0 9.87553e-27 0 1.27567e-06 nan 10.5
177 93.6189 8.49117e-22 0 0 8.49117e-22 98.0311 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 2.88138e-18 0 1.08466e-27 0 1.2774e-06 nan 10.5
178 98.0311 8.41842e-23 0 0 8.41842e-23 102.651 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 3.13671e-19 0 1.07688e-28 0 1.2792e-06 nan 10.5
179 102.651 7.50821e-24 0 0 7.50821e-24 107.489 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 3.07189e-20 0 9.61833e-30 0 1.28104e-06 nan 10.5
180 107.489 5.99394e-25 0 0 5.99394e-25 112.555 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 2.6929e-21 0 7.68979e-31 0 1.28293e-06 nan 10.5
181 112.555 4.2607e-26 0 0 4.2607e-26 117.859 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 2.10202e-22 0 5.47433e-32 0 1.28484e-06 nan 10.5
182 117.859 2.68201e-27 0 0 2.68201e-27 123.414 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 1.45301e-23 0 3.45114e-33 0 1.28678e-06 nan 10.5
183 123.414 1.48645e-28 0 0 1.48645e-28 129.23 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 8.84331e-25 0 1.91561e-34 0 1.28872e-06 nan 10.5
184 129.23 7.21005e-30 0 0 7.21005e-30 135.321 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 4.71038e-26 0 9.30571e-36 0 1.29066e-06 nan 10.5
185 135.321 3.04147e-31 0 0 3.04147e-31 141.698 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 2.18199e-27 0 3.93138e-37 0 1.29259e-06 nan 10.5
186 141.698 1.10845e-32 0 0 1.10845e-32 148.376 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 8.73233e-29 0 1.43491e-38 0 1.29451e-06 nan 10.5
187 148.376 3.46606e-34 0 0 3.46606e-34 155.369 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 2.99836e-30 0 4.49343e-40 0 1.29641e-06 nan 10.5
188 155.369 9.23189e-36 0 0 9.23189e-36 162.691 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 8.76931e-32 0 1.19856e-41 0 1.29828e-06 nan 10.5
189 162.691 2.07867e-37 0 0 2.07867e-37 170.358 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 2.16808e-33 0 2.70252e-43 0 1.30012e-06 nan 10.5
190 170.358 3.92527e-39 0 0 3.92527e-39 178.387 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 4.49532e-35 0 5.11039e-45 0 1.30192e-06 nan 10.5
191 178.387 6.16492e-41 0 0 6.16492e-41 186.794 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 7.75186e-37 0 8.03709e-47 0 1.30368e-06 nan 10.5
192 186.794 7.98311e-43 0 0 7.98311e-43 195.598 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 1.1021e-38 0 1.04212e-48 0 1.3054e-06 nan 10.5
193 195.598 8.44576e-45 0 0 8.44576e-45 204.816 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 1.28011e-40 0 1.10393e-50 0 1.30708e-06 nan 10.5
194 204.816 7.23063e-47 0 0 7.23063e-47 214.469 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 1.20316e-42 0 9.46277e-53 0 1.30871e-06 nan 10.5
195 214.469 4.95947e-49 0 0 4.95947e-49 224.576 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 9.05959e-45 0 6.49833e-55 0 1.31029e-06 nan 10.5
196 224.576 2.69689e-51 0 0 2.69689e-51 235.16 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 5.40809e-47 0 3.53784e-57 0 1.31182e-06 nan 10.5
197 235.16 1.14999e-53 0 0 1.14999e-53 246.243 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 2.53142e-49 0 1.51028e-59 0 1.3133e-06 nan 10.5
198 246.243 3.8013e-56 0 0 3.8013e-56 257.848 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 9.18494e-52 0 4.9977e-62 0 1.31473e-06 nan 10.5
199 257.848 9.62391e-59 0 0 9.62391e-59 270 3.15513e+10 3.74475e+06 2.69778e+09 4.57856e+07 0 0 0 0 0 0 0 2.55242e-54 0 1.26662e-64 0 1.31612e-06 nan 10.5
0 0.027 14.4704 81.0483 0.0781692 14.3923 0.0282725 198885 17908.1 3197.33 64.3855 669893 15495.2 113833 8.84753e-05 4.9567e+11 0 0 5.83256 36.9676 0.0263969 0.167307 0.00182419 0.00206429 10.75
1 0.0282725 14.4704 80.7555 0.0781236 14.3923 0.0296049 218025 37473.1 6703.14 73.4596 647123 15928.9 15320.8 9.15812e-05 4.95381e+11 0 0 6.39523 40.424 0.0263967 0.166853 0.00182418 0.00206615 10.75
2 0.0296049 14.4704 80.4435 0.0780758 14.3924 0.0310001 239005 58842.7 10547.2 83.5231 625079 16373.9 16226.6 0.000101207 4.95078e+11 0 0 7.01219 44.1982 0.0263966 0.166379 0.00182417 0.00206827 10.75
3 0.0310001 14.4704 80.1175 0.0780259 14.3924 0.0324611 262001 82179.1 14762.1 94.6831 603737 16830.4 17184.7 0.00011184 4.94762e+11 0 0 7.68867 48.3175 0.0263964 0.165882 0.00182416 0.00207048 10.75
4 0.0324611 14.4704 79.7796 0.0779736 14.3924 0.033991 287206 107659 19383.6 107.058 583078 17298.7 18197.9 0.000123584 4.9443e+11 0 0 8.43041 52.8143 0.0263962 0.165366 0.00182415 0.00207278 10.75
5 0.033991 14.4704 79.4287 0.0779189 14.3925 0.0355929 314833 135474 24451.1 120.779 563080 17779 19269.2 0.000136556 4.94084e+11 0 0 9.24369 57.7217 0.0263961 0.164828 0.00182414 0.00207518 10.75
6 0.0355929 14.4704 79.064 0.0778616 14.3926 0.0372704 345112 165833 30007.4 135.991 543721 18271.7 20401.9 0.000155186 4.93721e+11 0 0 10.1354 63.0757 0.0263959 0.164269 0.00182413 0.00207767 10.75
7 0.0372704 14.4704 78.6857 0.0778017 14.3926 0.0390269 378299 198962 36099.8 152.855 524984 18777 21599.3 0.000176282 4.93341e+11 0 0 11.1132 68.9163 0.0263957 0.163688 0.00182411 0.00208027 10.75
8 0.0390269 14.4704 78.2933 0.077739 14.3927 0.0408662 414671 235105 42779.9 171.549 506848 19295.1 22865 0.000200223 4.92944e+11 0 0 12.1853 75.2859 0.0263955 0.163082 0.0018241 0.00208297 10.75
9 0.0408662 14.4704 77.884 0.0776734 14.3927 0.0427921 454535 274529 50104.6 192.269 489295 19826.3 24202.7 0.000227392 4.92528e+11 0 0 13.3608 82.2285 0.0263953 0.162448 0.00182409 0.00208577 10.75
10 0.0427921 14.4704 77.4615 0.0776047 14.3928 0.0448088 498222 317521 58135.9 215.232 472306 20370.9 25616.4 0.000253314 4.92093e+11 0 0 14.6497 89.7983 0.026395 0.161794 0.00182407 0.0020887 10.75
11 0.0448088 14.4704 77.0239 0.0775329 14.3929 0.0469206 546101 364395 66942.1 240.68 455865 20929.2 27110.1 0.000285394 4.91638e+11 0 0 16.0629 98.0481 0.0263948 0.161114 0.00182406 0.00209174 10.75
12 0.0469206 14.4704 76.5686 0.0774577 14.3929 0.0491319 598571 415488 76597.8 268.878 439955 21501.4 28688.2 0.000321504 4.91162e+11 0 0 17.6125 107.033 0.0263946 0.160403 0.00182404 0.00209489 10.75
13 0.0491319 14.4704 76.0972 0.0773791 14.393 0.0514474 656071 471165 87185.2 300.121 424559 22087.8 30355.1 0.000362147 4.90664e+11 0 0 19.3115 116.82 0.0263943 0.159665 0.00182402 0.00209817 10.75
14 0.0514474 14.4704 75.6082 0.0772968 14.3931 0.0538721 719082 531821 98793.9 334.735 409661 22688.8 32115.8 0.000406577 4.90143e+11 0 0 21.1745 127.473 0.026394 0.158896 0.00182401 0.00210156 10.75
